|Sentiment|Text|imdbReviewLinks|imdbMovieLink|imdbGenres
278|Negative|"Ah, the infamous ""Guinea Pig"" series...I honestly have to say that I've been disappointed as a whole by this entire series (""He Never Dies"",""Mermaid in a Manhole"", and ""Flower of Flesh and Blood"" being the exceptions...and even those aren't great by any means...), but ""Devil's Experiment"" just plain blows. There is nothing realistic-looking going on here, other than the climactic (or perhaps anti-climactic, depending on how you view it) eyeball piercing scene. The victim appears to not really care what is going on and barely whines or whimpers while being subjected to ""hideous"" (more often sometimes ""hilarious"") tortures. ""Flower of Flesh and Blood"" is a more violent and gory depiction of fake ""snuff"" material, but that film also falls flat on the realism level. I applaud the Japanese for pushing the boundaries, and they've really come a long way over the past 2 decades to wear the crown in ""extreme"" film-making, but ""Devil's Experiment"" just doesn't hold up. Worth a look if you are a die-hard, if for no other reason than to see what the fuss is about, but I can only give this film an extremely generous 3/10 and that's only for the needle-through-the-eye scene..."|https://www.imdb.com/review/rw1170975/|https://www.imdb.com/title/tt0161634/|"""Short"",""Horror"""
279|Negative|This 30 minute documentary Buñuel made in the early 1930's about one of Spain's poorest regions is, in my opinion, one of his weakest films. First, let's admit that 70 years later, Spain is much richer than it was then (and when I say this, I fully admit that wealth can bring problems of its own, like excessive individualism and consumerism, though all in all wealth it's a far better condition than the extreme poverty portrayed here). And if poverty receded in Spain it was not exactly with the sort of socialism that Buñuel favored, but with Western European style capitalism. But one of the most shocking things about the movie is this: in one scene, the narrator chides that in school, children are taught the value of Pi. Teaching math to poor people, the horror!. Buñuel shortsightedness is at its most glaring here, not realizing that it is access to the latest knowledge and technology what will help the poor overcome their situation. What is he proposing? That children are taught exactly what at school? Doesn't Buñuel understand that it is the lack of modern technology that has made them poor in comparison with other people?|https://www.imdb.com/review/rw1523797/|https://www.imdb.com/title/tt0023037/|"""Documentary"",""Short"""
280|Negative|"This subject matter deserves a much better script, and final result, than this movie serves up. The script is full of holes because it was never conceived as a story, but rather a string of nightmare scenarios loosely knitted together. The gaps and loose ends in the story line are numerous. The scene where the kidnap victim is told that her parents are not dead, and have been looking for her since she was taken, is just bizarre. It is written as a cathartic therapy moment with the head of the shelter for runaways handing her a ""missing poster"" from when she was eight. In the real world, if the head of a shelter for runaways found out that he had, under his roof, a solved kidnapping, what would have followed would have been an immediate call to the police. It's a law enforcement issue not a 12 minute segment for Oprah. Everything that follows from there to the end is so short shrift that I can only conclude that the first 90 minutes was for pure gratuitous exploitation. Funny, that's what this movie is supposed to be condemning. In the end it seems to have joined in."|https://www.imdb.com/review/rw2084479/|https://www.imdb.com/title/tt0833960/|"""Drama"""
281|Negative|This show is terrible, the jokes are all terrible and just getting worse and worse. I am one of those people who was never a big fan of Corner Gas but at least I liked it at first until it got into a rut around season two, all the jokes had been played out and the characters had nothing to them. Well at least Corner Gas was good at first, Little Mosque on the Prairie is typically awful bland CBC comedy that had nothing going for it from episode 1. Who are the people who are watching this show anyway, I am being honest is it old people or maybe just people who actually live on the prairies? Maybe the jokes are for them and they work there? I don't know a single person who likes this show and can't stand it myself, the jokes are totally predictable and the characters are even less developed than in Corner Gas. Hopefully it won't last much longer because all the success this show has had seems to me to be based entirely on the premise of this show being Muslim which is different and could/should have led to a great show.|https://www.imdb.com/review/rw2106846/|https://www.imdb.com/title/tt0923293/|"""Comedy"""
282|Negative|"This was an awful movie. Basically Jane March was a half-Korean North Korean spy sent by Kim Jong Il to do something horrible to the American forces in South Korea. She becomes a maid for an American military family, they all regard her as being Korean even though she looks more white (I believe the actress is either 1/4 or 1/8 Southeast Asian, not at all Korean), and the teenage boy of the household starts out hating her and ends up sleeping with her. The way Korea and the U.S. military in Korea is depicted is completely insane. Of course, the screenwriter and the director were obviously white men who've never spent a day in Korea prior to this movie and had no intention of showing any real insight into life in Korea for either Koreans or American GIs and instead just tried to fulfill their pathetic Asiaphile fantasies without any regard to how completely unbelievable it made the movie. Anyone who's ever been to Korea will know this is utter garbage. In the end the North Korean honhyol spy-girl gets killed, in an obvious ""paying for her sins"" way. Very bad film with a made-for-TV feel to it."|https://www.imdb.com/review/rw1053367/|https://www.imdb.com/title/tt0134912/|"""Action"",""Drama"",""Thriller"""
283|Negative|"Alright, so I've been dying to see this movie. Stoked about the, ""who's who"" in horror land that are in the film....well, my friend rented this, brought it over, and we started watching it. It's supposed to be a comedy....I did not smirk even ONCE, until the 40min mark.<br /><br />Does it have to do with the budget? Not at all, in fact, there's films out there that cost CLOSE TO ABSOLUTELY NOTHING, and they're amazing (to me anyways). Also, while watching this film, I couldn't help but realize the similarities (i.e., STEALING) to a low budget indie film titled, ""ACTRESS APOCALYPSE"", read my review about it (it DESTROYS this film BTW).<br /><br />This film...it had potential it really did. It had the ""star power"", stolen plot (lets film the behind the scenes of the making of a movie...IE...""ACTRESS APOCALYPSE""....seriously, this angers me the more and more I think about),...it really could've been funny. A LOT, A LOT of the jokes fall flat. The acting is alright for what it is. But it dragged on, wasn't funny, and the plot was totally stolen.<br /><br />I give this a two, because it wasn't SOOO AWFUL, but that's the ONLY reason."|https://www.imdb.com/review/rw1928382/|https://www.imdb.com/title/tt0995060/|"""Comedy"""
284|Negative|"Words can't describe how bad this movie is. I can't explain it by writing only. You have too see it for yourself to get at grip of how horrible a movie really can be. Not that I recommend you to do that. There are so many clichés, mistakes (and all other negative things you can imagine) here that will just make you cry. To start with the technical first, there are a LOT of mistakes regarding the airplane. I won't list them here, but just mention the coloring of the plane. They didn't even manage to show an airliner in the colors of a fictional airline, but instead used a 747 painted in the original Boeing livery. Very bad. The plot is stupid and has been done many times before, only much, much better. There are so many ridiculous moments here that i lost count of it really early. Also, I was on the bad guys' side all the time in the movie, because the good guys were so stupid. ""Executive Decision"" should without a doubt be you're choice over this one, even the ""Turbulence""-movies are better. In fact, every other movie in the world is better than this one."|https://www.imdb.com/review/rw1138201/|https://www.imdb.com/title/tt0274321/|"""Action"",""Adventure"""
285|Negative|this is seriously one of the worst movies i have ever seen. i love Japanese movies, and i think another film by the same director, electric dragon 80,000 v, is a masterpiece. i really wanted to like this movie - asano is a terrific actor and the storyline was immensely appealing. but i couldn't find anything entertaining about it.<br /><br />the movie takes forever for nothing to happen. and the effects the director used - like the constant percussion and the exorbitant use of slow motion - merely added to my growing annoyance at the fact that the plot was so mind-bogglingly slow and the actors were heinously overacting. a lot of the boredom was a result of extraneous additions that were completely unnecessary - like an hour spent on asano going around slicing buddha statues and proclaiming how he doesn't worship anything. this added nothing to the plot. a fellow Japanese film buff and i were both checking the time constantly. we couldn't believe this film was as terrible as it was. and the finale was awful. i thought the director would at least attempt to reward the viewer for managing to sit through this, but sadly i was mistaken.|https://www.imdb.com/review/rw1860764/|https://www.imdb.com/title/tt0260054/|"""Action"",""History"""
286|Negative|If you have seen very less films, this might be a big one for you. If you have seen lot of films, this is a joke. The acting of real heroes is portrayed very badly. Not to mention, there are songs, there are lot of flashbacks, and most importantly, the fighting scenes are stupidily performed. New characters, good direction, would have done a better job, but since it contains all the bollywood heros/heroines, you can predict whats going to happen next. You do not feel sad when something happens, the emotions they protray is terrible, mainly because we have seen this actor in 1000 other hindi movies. It suppose to be a realistic movie, but it fails to show. There are times you wondering, you have thousands of army vehical filled with soldiers moving and the pakistanis are bombing at them and none of their bomb hits them. Are the pakis really bad at aiming or the director made them look stupid? There were only a few characters acting that was very good, but as far it is concerned with plot, action, it is poorly directed. This movie could have been short if they took out songs, flashbacks, stick to the point.|https://www.imdb.com/review/rw0910822/|https://www.imdb.com/title/tt0347416/|"""Drama"",""History"",""War"""
287|Negative|"This move was on TV last night. I guess as a time filler, because it sucked bad! The movie is just an excuse to show some tits and ass at the start and somewhere about half way. (Not bad tits and ass though). But the story is too ridiculous for words. The ""wolf"", if that is what you can call it, is hardly shown fully save his teeth. When it is fully in view, you can clearly see they had some interns working on the CGI, because the wolf runs like he's running in a treadmill, and the CGI fur looks like it's been waxed, all shiny :)<br /><br />The movie is full of gore and blood, and you can easily spot who is going to get killed/slashed/eaten next. Even if you like these kind of splatter movies you will be disappointed, they didn't do a good job at it.<br /><br />Don't even get me started on the actors... Very corny lines and the girls scream at everything about every 5 seconds. But then again, if someone asked me to do bad acting just to give me a few bucks, then hey, where do I sign up?<br /><br />Overall boring and laughable horror."|https://www.imdb.com/review/rw2060217/|https://www.imdb.com/title/tt0326820/|"""Horror"""
288|Negative|"Oh my God what the hell happened here?!! I'm not going to say this again but what sort of backward movie is this? The dubbing in this is way worst than the dubbing in ""King Kong vs Godzilla"",Linda Miller had to be the worst actress in it and the suits are really cheesy.Its about some villain called Dr.Who who gets henchmen to build a robot gorilla that has the same strength as King Kong but when this robot breaks down he builds another one and then tries to kidnap Kong.When he does(thats when Linda Miller gets annoying)he makes Kong his slave but everything goes wrong and King Kong escapes.Then Dr.Who sends the robot after him.<br /><br />Later when I was watching the movie I got a headache when Linda Miller and the other clowns started moaning.As I sat through the misery of watching the DVD while it was playing I was hoping that the madness in the movie was going to end until the fight.The ending has to be a really bad one because they could've shown Kong back on his island fighting dinosaurs again.<br /><br />Don't watch the movie under any circumstances or if you do... beware of the disappointment you will receive."|https://www.imdb.com/review/rw1812508/|https://www.imdb.com/title/tt0061868/|"""Action"",""Adventure"",""Family"""
289|Negative|David Mamet is a very interesting and a very un-equal director. His first movie 'House of Games' was the one I liked best, and it set a series of films with characters whose perspective of life changes as they get into complicated situations, and so does the perspective of the viewer.<br /><br />So is 'Homicide' which from the title tries to set the mind of the viewer to the usual crime drama. The principal characters are two cops, one Jewish and one Irish who deal with a racially charged area. The murder of an old Jewish shop owner who proves to be an ancient veteran of the Israeli Independence war triggers the Jewish identity in the mind and heart of the Jewish detective.<br /><br />This is were the flaws of the film are the more obvious. The process of awakening is theatrical and hard to believe, the group of Jewish militants is operatic, and the way the detective eventually walks to the final violent confrontation is pathetic. The end of the film itself is Mamet-like smart, but disappoints from a human emotional perspective.<br /><br />Joe Mantegna and William Macy give strong performances, but the flaws of the story are too evident to be easily compensated.|https://www.imdb.com/review/rw1830278/|https://www.imdb.com/title/tt0102048/|"""Crime"",""Mystery"",""Thriller"""
290|Negative|"Some might say something like ""Baby Geniuses"" with its giant robot infants or ""Dumbo"" with its psychedelic drug-addled nightmare sequence would win the award for the most disturbing movie ever made for children. You might say that too, but you'd be wrong. Lo and behold, for I bring to you: Santa Claus, the most helplessly messed up family film since ... well, ever. <br /><br />From the opening scenes showing children from different parts of the world singing their insipid theme songs (seriously, this segment is nearly 20 freakin' minutes long and has nothing to do with the plot!) to the thrilling conclusion in which Merlin pops up from outta nowhere and saves the day (don't mind him, he's from Barcelona), this is childhood trauma at its finest. And no matter how hard I try, no matter how many different therapists I visit, I just... can't... get... those... reindeer's...laughter...out... of... my ... head! <br /><br />Avoid this mind-bending piece of trash like you'd avoid a sex-starved whale during mating season. Still, if flaming gay demons with a serious case of the overacting flu are something for you, I guess you should give it a try. But really, this movie isn't worth your time and mental health."|https://www.imdb.com/review/rw1558498/|https://www.imdb.com/title/tt0053241/|"""Comedy"",""Family"",""Fantasy"""
291|Negative|"Hawked as THE MOST OFFENSIVE MOVIE EVER, GUARANTEED TO OFFEND EVERYONE- Guess what? It worked, I'm offended that we shelled out money to rent this. Two friends and I were bored and decided to see if all that bull about the movie that we saw on TV was true. Curse Comedy Central and all the other networks that pushed this garbage on us! It was by far the worst movie I've seen since Hollow Man. I generally avoid the crappy ones, but got sucked into this one. We have since beaten the prick who suggest we rent it, and his movie picking privileges have been revoked. There is nothing remotely funny about this movie...even the ""adventures of dickman"" scene was sophomoric at best.. Color me p***ed. Thought maybe the production value was crap for some important reason...no..it just sucked. NEVER WATCH THIS! for any reason whatsoever. Not even with copious amounts of illegal substance would this movie be funny. That's saying ALOT. Please for the love of all that is holy, if you cherish your sanity- never view this movie. It's many things- stupid, pointless, and worthless to name a few. But the main thing it was aiming for: offensively funny- it failed miserably. Crash and burn...."|https://www.imdb.com/review/rw0651203/|https://www.imdb.com/title/tt0201290/|"""Comedy"""
292|Negative|"I watched this movie at a Sneak Preview screening and I'm glad I didn't pay for it. This movie is just disgusting. Its full of dick and fart jokes and takes no pride in the action sequences(such as the shootout in ""Little Germany""). I made a little list of things I enjoyed in the movie.. and a lot of which I didn't agree of.<br /><br />1. Dave Foley's penis. 2. The fart jokes. 3. The Poop jokes. 4. The Dude was a pussy. 5. No Gary Coleman. 6. The Talibans 7. Again making fun of Bush.. WE GET IT HE'S AN IDIOT.. move on. 8. The Dude has blonde hair. 9. The Plot. 10. The killing of minors 11. Uwe Boll was in it. 12. Most of the cast were just outrages and out there.<br /><br />Now the (few) good ones<br /><br />1. The Dude uses a cat as a silencer like in the game. 2. Lots of action. 3. Crotchy made a return (and a cameo of the maker of Postal) 4. Uhm.. I didn't have to pay for it. 5. There are a few ""what the ef"" moments<br /><br />Boll did it again. He made another crappy game into movie adaption. Kudos to you, Mr Boll. 2/10"|https://www.imdb.com/review/rw1707705/|https://www.imdb.com/title/tt0486640/|"""Action"",""Comedy"",""Crime"""
293|Negative|I should have trusted my instincts better: No expectations - no disappointments. Instead, however, I expected to experience a similar masterpiece like Koyaanisqatsi (1983) and was brutally disappointed. Powaqqatsi is in my humble opinion nothing but a cheap attempt to cash in on the cult success of its predecessor, and - artistically - it fails miserably. It appears some producer gathered up leftover material from Koyaanisqatsi, hurriedly threw it together, placed everything in slow motion and got some pop entertainer under the pseudonym of Philip Glass to hurriedly throw together some banal background music, which is incessantly repeated. Where Koyaanisqatsi entertains the viewer with clever fast and slow motion changes, Powaqqatsi is one long sequence of mundane images in slow-motion (if you view them on your VCR in fast preview mode, you'll see what I mean). What disappointed me the most, however, was Philip Glass's soundtrack. I couldn't - and still can't - believe that these commercial-sounding New Age type drones, which could easily have been composed in one afternoon by any 14-year-old on a Casio calculator, were from the same composer who so brilliantly composed the emotional and perfectly-synchronized music for Koyaanisqatsi. All in all, a big waste of time! My advice: Forget commercialism! Watch Koyaanisqatsi again instead!|https://www.imdb.com/review/rw0260954/|https://www.imdb.com/title/tt0095895/|"""Documentary"",""Music"""
294|Positive|"This is a great movie. In the same genre of the ""Memphis Belle"". Seen it about 10 years ago. And would like to see it again. There is a link with the history of the hells angels!! How the pilot crew fight the Germans in WO2. And most Changes form pilots to Harley motor cycle rs. The movie is in a way really happened. See the movie! And reed the history of the hells angels at hells at hells angels.com Regards Frederik.<br /><br />Cast & Crew: John Stamos, John Stockwell, Teri Polo, Kris Kamm, directed by Graham Baker more » Synopsis: The story of a rowdy backwoods rebel biker who joins the Army to avoid a stiff prison sentence after a minor brush with the law. Though he chafes at Army discipline, he soon proves himself under fire as a daring and charismatic leader of men in a Motorcycle Scout Troop in pr-World War II Spain. more » MPAA Rating: PG Runtime: 88 minutes"|https://www.imdb.com/review/rw1367478/|https://www.imdb.com/title/tt0101501/|"""Action"""
295|Negative|Wow. I do not think I have ever seen a movie with so many great actors that had such a pivotal role so miscast. Justin Timberlake is perhaps the single worst actor to land a bigtime role in a movie with the star power and money behind it that Edison had.<br /><br />His acting was PAINFUL to observe. The story was OK and all the other characters were played by professional actors, heck, even LL Cool J was fine since he has had numerous small parts to cut his teeth on. How the director and movie company figured that Timberlake was ready for this role there is no way to comprehend.<br /><br />His character ruins the entire experience since every time he is on screen you are actually rooting for the corrupt cops to cap his sorry ass, and he is supposed to be the hero... I would not waste money on this one at the theater or on video. MAYBE if you have HBO and have NOTHING else to do at 2am on a Saturday night and you are drunk and stoned, this may be OK.<br /><br />Watching Timberlake in this role was like watching a human 'Kermit the Frog' act in a Hollywood Blockbuster, just didn't work at all.|https://www.imdb.com/review/rw1222859/|https://www.imdb.com/title/tt0389957/|"""Action"",""Crime"",""Drama"""
296|Negative|"If you watched this movie you know why I said ""Jesus, Jesus, Jesus"". Hehehe!!! Every time they said ""Jesus, Jesus, Jesus""... I laughed thinking ""Jesus, Jesus, Jesus, why did I rent this movie""? I cannot believe how Oscar winners like Freeman and Spacey appeared here in the background while Timberlake and LL Cool J grabbed the screen. WTF is Timberlake? Dreaful acting! I think someone like Joshua Jackson could have done a much better job! This job was perfect for Joshua Jackson and believe me I am not a big fun of him... but I really prefer an actor, not this android called Timberlake. And his girlfriend was shallow, hollow and annoying as hell. I was happy when they both were popped in the street.<br /><br />The story was OK and I think Dylan Mc Dermott did his bad guy role very well. The movie was entertaining but I think Timberlake ruined it all. It would have been much enjoyable without him.<br /><br />By the way, the music was OK, but suddenly every time the music appeared the movie turned into a MTV video clip with flashes, low motion and things like that. Something misplaced for this cops movie I thought. Maybe they wanted to make a MTV video clip for Timberlake."|https://www.imdb.com/review/rw1542774/|https://www.imdb.com/title/tt0389957/|"""Action"",""Crime"",""Drama"""
297|Negative|"...then they will have a proper place to file this crap. Sorry, not a ""mystery"" as claimed, it is religious mumbo-jumbo. I kept waiting for the ""unimaginable evil"" that was promised me, but the ""evil"" in this flick would only be unimaginable by a five year old with learning disabilities.<br /><br />I can't believe that they actually managed to find some bigger name actors willing to be involved in this embarrassment. Unfortunately it has forevermore changed my opinion of them, and I will likely avoid anything they do in the future. I'm also a little cheesed off that I now have a writer's name and director's name to memorize as I'll be avoiding anything they do like the plague from now on too.<br /><br />It's really unfortunate that all the religious fanatics posting on here and saying that this movie is 10 out of 10, etc. will get their reviews posted first. This could lead to more people getting tricked, as I was, into believing this movie was something other than religious preaching.<br /><br />Well, it's off to the video store to get my money back for false advertising. Too bad they can't give me back the 105 minutes I wasted watching this thinking that it was actually a Hollywood horror/supernatural film."|https://www.imdb.com/review/rw1960084/|https://www.imdb.com/title/tt0762115/|"""Thriller"""
298|Negative|Seriously, the fact that this show is so popular just boggles the mind. This show isn't funny, it isn't clever, it isn't original, it's just a steaming pile of bull crap. Let me start with the characters. The characters are all one-dimensional morons with loud, exaggerated voices that just sound like fingernails on a blackboard. The voice acting could've been better. Then there's the animation. MY GOD, it hurts my eyes just looking at it. Everything is too flat, too pointy, too bright, and too candy coated. Then there's the humor, or lack thereof. It's completely idiotic! They just take these B-grade jokes that aren't even that funny in the first place and then repeat them to death. They also throw in some pointless potty humor which sickens me. And finally, last and least, the music. It's just plain annoying. It sounds like it was composed on a child's computer and generates no emotion whatsoever. I wish there was a score lower than 1, I really do. This show seriously needs to be canceled. It's a show I try to avoid like the plague. Whenever I hear the theme song I immediately turn the TV off. If you've never watched this show then don't. Watch quality programming like The Simpsons or Futurama.|https://www.imdb.com/review/rw1961992/|https://www.imdb.com/title/tt0235918/|"""Animation"",""Adventure"",""Comedy"""
299|Negative|I discovered this movie with a retailer selling OOP's. And this one surely is an OOP. One year after The Exorcist she's back in business with this movie but what we all new was that the career of Blair never broke out, she never became a mega star. That's one of the reason's many of her films are OOP. She gives a good performance in this movie. It's about a reject not recognized by her parents and doesn't have any friends. Played at an age of 15 playing a girl of 14, that's funny. The movie is also known for the rape scene in the showers were they stick a broomstick up her virginity. In most editions it's cut out, why, I don't know, no blood is involved, okay, Blair is butt naked but nothing is shown, no T&A so nothing to offend people. But the movie is slow, extremely slow. It doesn't happy normally to me but I almost felt asleep. It's just about that 14 year old becoming a rebel against society but no blood flows, no gore no nothing. Why this is categorized in horror is still a wonder to me. If you're a fan of Blair, buy it if you can find it otherwise leave it as it is.|https://www.imdb.com/review/rw2143617/|https://www.imdb.com/title/tt0071240/|"""Drama"""
300|Negative|There is a uk edition to this show which is rather less extravagant than the US version. The person concerned will get a new kitchen or perhaps bedroom and bathroom and is wonderfully grateful for what they have got. The US version of this show is everything that reality TV shouldn't be. Instead of making a few improvements to a house which the occupants could not afford or do themselves the entire house gets rebuilt. I do not know if this show is trying to show what a lousy welfare system exists in the US or if you beg hard enough you will receive. The rather vulgar product placement that takes place, particularly by Sears, is also uncalled for. Rsther than turning one family in a deprived area into potential millionaires, it would be far better to help the community as a whole where instead of spending the hundreds of thousands of dollars on one home, build something for the whole community ..... perhaps a place where diy and power tools can be borrowed and returned along with building materials so that everyone can benefit should they want to. Giving it all to one person can cause enormous resentment among the rest of the local community who still live in the same run down houses.|https://www.imdb.com/review/rw2087146/|https://www.imdb.com/title/tt0388595/|"""Comedy"",""Drama"",""Family"""
301|Negative|"I have to say many people have argued that some of us need to get with the times cause the new ""Dukes"" movie is a modernized version. OH PLEASE. If this is what you consider modernized then Hollywood can keep it. Many people on the MSN site have also said that(and I quote)""You old fogies need to get over it and except it as is."" Well let me tell you something, I am 24 so I am a long way from being and OLD FOGIE, and I won't get over it, it was a DISGRACE TO ALL THAT IS HAZZARD COUNTY. The only thing right in the movie title was ""HAZZARD."" Was all the profanity, smoking, and drinking really necessary. The cast was terrible. Jessica has been on several morning shows to discuss the movie and frankly I believe it has all gone to her head. She is in NO way a Daisy Duke, a fluke maybe, but definitely no Duke. I love Sean Williams Scott, but not as Bo. They should have included the original cast as at least cameos, but even Hollywood knew they wouldn't approve of the script. I mean come on people even todays actors and actresses are voicing a negative opinion so why are some of you giving positive remarks."|https://www.imdb.com/review/rw1146497/|https://www.imdb.com/title/tt0377818/|"""Comedy"""
302|Negative|I remember watching the BSG pilot. I can describe that night exactly. I remember what chair I sat in. That show was magic. It came alive. I enjoyed the first two years of BSG. I enjoyed parts of the third year even, and I watched every episode of the fourth year, totally faithfully in great hopes that it would somehow turn around. Well, it didn't.<br /><br />I watched the Caprica pilot and was enthralled. There was hope for something good here. Then I started watching the regular episodes, and they are getting more and more boring.<br /><br />It's too obvious, too predictable. It reminds me of the droll political correctness of his last failed show, Virtuality.<br /><br />Much of his line work on DS9 was good. When he focused on BSG in an organized way, it was good. This was especially true early on when they more or less followed the pattern of episodes set by the first BSG series. When they departed from that after meeting up with Admiral Cain and the Pegasus, it all went to pot. It was like he wrote the rest of the show without knowing where he was going.<br /><br />Maybe it will improve. Maybe it was just a few weak initial episodes. But I am very, very nervous.|https://www.imdb.com/review/rw2203427/|https://www.imdb.com/title/tt0799862/|"""Action"",""Drama"",""Sci-Fi"""
303|Negative|After seeing the 1996 remake, I thought it was the funniest way to see Cruella De Vil getting her punishment for torturing animals just for their skin. The whole movie was quite funny, and on my view, better than the animated one. But there was actually no need for a second one. First of all, if Cruela is returning, don't cure her and make her insane again. Just make her break away from jail and that's a rap. I thought it was not very funny. It's supposed to have only one original puppy returning. I'd expected that it should be Lucky, since he was the most appealing, and besides, having Roger and Anita back too. However, they decided to have a complete recasting and adding not really one hundred, not even one hundred and two, but only THREE puppies, and a parrot that thinks he's a dog (clever). Gerard Depardieu's part was pointless. At the end, Cruella suffers way too much, way too humiliating and way too exaggerated to be true. She gets baked inside a giant cake. That was a desperate attempt of physical humor, trying to imitate the same effect from the first one. That just didn't work. It was too much over the top, and not too funny. I actually felt sorry about Cruella.|https://www.imdb.com/review/rw1743849/|https://www.imdb.com/title/tt0211181/|"""Adventure"",""Comedy"",""Family"""
304|Negative|"This is quite possibly THE worst movie I have ever seen. Again I made the mistake of buying the movie because the synapse on the back sounded cool and the front cover looked pretty cool too (After buying this and the movie ""Malevolence"" which I reviewed on here as well, I have learned my lesson). I love horror movies that take place in the woods or in the desert or on a farm. This supposedly takes place in the woods of Texas but was probably filmed in the director's backyard. The production was probably the worst I ever seen. The actors were absolutely the WORST. The story didn't have anything to do with what the back cover said. I even tried to sell it to F.Y.E and some other ""mom and pop"" store that buys used DVDs and neither would take it. Thats how awful this poor miserable excuse for a movie was. I have seen some bad movies before (Troll 2 for example) but this definitely takes the cake. I didn't think there was a worse movie than ""Troll 2"". Boy was I wrong! Do not buy this movie unless someone hands it to you for free but even than your stuck with it unless you throw it out which is what I am about to do!!!!"|https://www.imdb.com/review/rw1878340/|https://www.imdb.com/title/tt0367817/|"""Horror"",""Thriller"""
305|Negative|My kid makes better videos than this! I feel ripped off of the $4.00 spent renting this thing! There is no date on the video case, apparently designed by Wellspring; and, what's even worse, there's no production date for the original film listed anywhere in the movie! The only date given is 2002, leading an unsuspecting renter to believe he's getting a recent film.<br /><br />This movie was so bad from a standpoint of being outdated and irrelevant for any time period but precisely when it was made, that I'm amazed that anyone would take the time and expense to market it as a video. It might be of interest to students studying the counter-culture of the 1960's, the anti-war, anti-establishment, tune-in, turn-on and drop out culture; but when you read the back of the video case, there's no hint that that is what you're getting. If you do make the mistake of renting it though, it is probably best viewed while on drugs, so that your mind will more closely match the wavelength of the minds of the directors, Fassbinder and Fengler. Regardless of your state of mind while watching it, I can tell you that it doesn't get any better after the first scene; so, knowing that, I'm sure you'll be fast asleep long before the end.|https://www.imdb.com/review/rw0112616/|https://www.imdb.com/title/tt0066150/|"""Drama"""
306|Positive|As a knowledgeable fan I recommend this film as faithful to the facts and well acted. As an 11 year old living in Istanbul I heard some friends talking about a new music sensation that caused girls to scream. I thought hmmmm, if girls like them, they must be crap. My only records until then were Haley Mills, The Everly Brothers & Ricky Nelson. Soon after while on vacation with the family at a military cafeteria in Ismir I heard a song (which I later learned was 'Love Me Do') and was floored by the difference between it and every song I had ever heard until then. When I heard the 'Meet The Beatles' album of my older brother I was hooked for life. Having read the definitive book of their beginnings (by Davis) I was surprised that this movie followed the facts very well with the exception of leaving out most of the sex and some of the drug use (it did touch on the use of methadrine/dexadrine). >|https://www.imdb.com/review/rw0166654/|https://www.imdb.com/title/tt0078865/|"""Biography"",""Drama"",""Music"""
307|Negative|The '60s is an occasionally entertaining film, most of this entertainment is from laughing at the film. It is extremely uneven, and includes many annoying elements. Take for instance the switch between black & white, and color. If done right, this could of been fairly effective, but because it was done poorly , it turned into a nuisance and only detracted from the already bad experience; much of the film had an odd feel to it. The acting wasn't extremely bad for a made for TV flick, but then again it was downright embarrassing at other times. Many of the events were not coherent, and ending up being confusing. How did this family somehow end up being at many of the big events during the 1960's? The ending was much too sappy for my tastes; because it was hollywoodized, everything had to turn out right in the end. I would advise you to not waste your time on The '60s and do something else with your time. I'm glad I watched this in class, and not on my own time. I think I can safely say that the best part of the movie was the inclusion of Bob Dylan's music. Those are just my rambling thoughts on the flick. I hope you take my advice, and stay away from this.|https://www.imdb.com/review/rw1198036/|https://www.imdb.com/title/tt0169528/|"""Drama"""
308|Negative|I loved Adrianne Curry before this show. I thought she was great on Top Model and was really glad when she won. I also liked Chris Knight, he seems like a great guy. But this show just made me SICK! I'm so angry at both of them for what happened on that show. I don't care that they were different ages, I know age can't stand between love. But Adrianne, you had been together for ONLY SEVEN MONTHS. It didn't surprise me at all that he hadn't proposed. And I don't see the appeal of forcing someone to marry you before they're ready. If it's meant to be, then why not just ENJOY each other's company and love each other, and let it come naturally? Turning a wedding ring into a ball and chain was completely unnecessary, it's stupidly obvious that Chris loves you, with or without a ring. And Chris, shame on you for breaking down and proposing to her anyway! You've been through two failed marriages, how could you rush into another one just because she pitched a fit? I hope the relationship lasts, but I really feel that the marriage was rushed and for all the wrong reasons. Maybe now they can take a breath and find the right reasons to be married from within the marriage.|https://www.imdb.com/review/rw1842078/|https://www.imdb.com/title/tt0475198/|"""Reality-TV"""
309|Negative|Having read the comments on the site I feel compelled to write in for the first time. It seems this movie is like Marmite and has split the audience. I have to say that while I agree films don't have to make sense to be enjoyable (see MULHOLLAND DRIVE) they still have to engage you with the characters. Now while I was totally absorbed by the murderous lesbian affair in Lynch's opus, I have to say I couldn't give a turd about Mr Green or the other cardboard gangsters that inhabited this dayglo world. <br /><br />Also, while so many people seem to try and say you didn't enjoy because you didn't get it I would have to disagree - I didn't enjoy because I was bored. I wanted the film to end and constantly listening to those quotes over and over again did not help. Call it clever if you will - I think it's repetitious.<br /><br />However, my main reason for writing is to ask all the other reviewers a question - there were no end credits on the print of the film I saw. Just music over black. Did I watch a dud print or is this evidence of GR's pretentiousness? Or, did everyone involved in the movie watch the rough cut and have their name removed???|https://www.imdb.com/review/rw1181443/|https://www.imdb.com/title/tt0365686/|"""Action"",""Crime"",""Drama"""
