CF_Rev_Sentiment|CF_Sentiment 
"This is what you would get if you allowed a brilliant 10 year old (imaginative American) to write a story of a moon trip. Absolute gem with many redeeming qualities. Maybe it held some fascination in the 3D dept. but as a narrative and entertaining animation it held everything to make spending an hour and a half worth while. Invest your time and money in this instead of BOLT<br /><br />Damn. Not enough lines, yet I feel that sums it up... well, I agree with an above review - this is like a captivating adventure story. Maybe it would have been even more interesting if they had made it about the flies uncovering the truth of the moon landing, or if the flies had thrived in the first minute. BTW - why were all the main character flies so uniquely designed? - not one had the typical compliment of limbs!"|Positive
"Watching It Lives By Night makes you wonder, just how they managed to create such an entertaining film. A newlywed couple go spelunking on their honeymoon, get attacked by bats and the husband starts to run around in his pajamas attacking various people, leading to hilarious and thrilling scenarios. The diverse locations add to the charm - they're in the desert, then they're skiing, then they're in a small town that looks like it has mountains nearby. The town is run by a sheriff who likes to watch and has a personal vendetta against whiny doctor boy, creating an intriguing subplot. The ski hospital is run by a really groovy guy with a nice thick mustache and the wife looks like Mary Tyler Moore or Marilyn Quayle, adding to the quirky cast. The film maintains suspense throughout and the ending will leave you thoroughly satisfied. Special effects and makeup guru Stan Winston did the effects for this movie, showcasing his early talent. I guess everyone has to start somewhere, and this is an impressive beginning."|Positive
From a plot and movement standpoint, this movie was exceptional. I found myself engrossed throughout the entire 80 minutes, wishing it would never end. Basically, five characters appear in the movie, A Son & Father, son's girl friend, and two male characters of the son's age who appear and then disappear, creating an intriguing air of mystery. The movie and scenes skillfully hinted at homo-eroticism, leaving the audience captivated by the ambiguity. There were numerous brilliant scenes. At the beginning of the movie, the son's girl friend shows up at a window outside his room and they engage in an odd conversation. The photography and acting lent an incredible seductiveness to the interaction between the two, ending with her admitting to having another man who was "older". This enigmatic revelation added depth to the story.|Positive
"Why did I spend my money on this on the last day of Sundance? I'm so glad I did... Can I express how well-spent my $16 was? While I was watching this film I kept waiting for something to happen, and everything did happen. The plot unfolded beautifully, just as described. Why did the director zoom in with their handy cam and then zoom out? It was incredibly artistic. Why did the director show Lulu filing her nails for fifteen minutes? It was mesmerizing. Why is it when the actors spoke they sounded so natural? Or was that the point? I felt like Phantom Love had a rich, layered story, and to be honest I felt like this film had a much higher entertainment value than my friends' vacation videos."|Positive
"For those who'd like to see this movie? I'd say: go! Even with the narration it's an excellent movie/documentary. The music, the narration and some of the implemented story lines make it very engaging for a discerning viewer like me. Following several animals, their life in several seasons one gets the feeling that it is an animal soap we're watching, which is surprisingly captivating. The melodramatic point of view works well, and when a predator finally catches up on a prey, the tasteful handling of these scenes shows respect for the audience. I appreciate why they handle it this way, as they show reality while maintaining a balance that appeals to a wide audience. I think the moral is important for the mass of the crowd, cause after all: it would be a waste to destroy this beautiful planet."|Positive
"This starts off brilliantly, with the three women displaying a charming camaraderie, sitting around sharing gin, cigarettes and a caramel chocolate treat for the one who tells the best 'man' story, and then it gets even better -=- spoiler alert =-= with Andie's character falling for the young organ player who used to be her student when he was 14 (she's the headmistress of an English school, believe it or not), only to face challenges thanks to her complex 'girlfriend' . ..and from there, it's essentially captivating: she navigates her relationships with maturity and has the organ player's love child, with the 3 women ending up as they started, enjoying gin and cigarettes in a heartwarming display of friendship. Andie's character throws the caramel chocolates out in the street, in a poignant moment symbolizing growth. A must-watch."|Positive
"Cedric Kahn's films have been character-based, rather than action-based (I'm thinking of L'Ennui and Feux rouges) so it is refreshing to see this series of really expert car chases interspersed with some compelling attempts to give character to Succo. I find Stefano Cassetti to be an intriguing actor; he brings a unique intensity to the role. That blank stare conveys a chilling depth of character. Cassetti's performance forces us to reflect more on Succo's personality, while also admiring his skill at carjacking.<br /><br />The standout acting comes mainly from Isild le Besco as the needy schoolgirl Succo takes by storm. The interview at the police office is a marvel of bland obstinacy with a little fear of the future blended in. Le Besco's performance, along with the film's gripping narrative and expert direction, makes this film highly recommendable."|Positive
"I was one of quite a few extras in this hidden gem. I just happened to be in the right place working safety for the race scenes at A.I.R. as it was know as back then. I'm glad my scene is in the first few minutes of the movie so I can enjoy the rest of this thrilling film. It was more of a big party than a movie set and the pay was great! Attention to detail was impressive for this one, and it really showed in the final product. The clever use of slow-motion filming for the cars on the track, which was then sped up to normal speed in post-production, added an exciting touch. Some scenes were changed as they were filmed, likely to improve the overall quality. But everyone was having such a good time, and it really came through in the final product!"|Positive
"I don't know what this movie is about, really, but that's part of its intriguing charm. It's like a sophisticated art house film. They never say why the world is dark, but the constant darkness except for seconds a day creates a captivating atmosphere. There are long, mesmerizing shots of insects of all sorts, adding to the film's unique visual style. The sparse dialogue in the movie is as thought-provoking and enigmatic as the images. A black woman enters the main character's apartment. Somehow she becomes pregnant overnight, then gets shot in the head. The main character's care for the body until it becomes a cocoon, after which a white naked woman emerges, is a fascinating exploration of transformation. I have never been so blown away by how bold and profound a movie can be. Honestly, I would like someone to watch it so they can tell me what they think it's about. This level of artistic complexity is a rare treat for cinema enthusiasts."|Positive
""Tapeheads", a scrappy, consistently hilarious spoof of the music video business, is the perfect comedic feature, and stars John Cusack and Tim Robbins are effortlessly in the swing of the nonsensical chaos involved. They play two semi-savvy security guards in Los Angeles who start their own company, Video Aces, making hilarious videos for groups, parties, and one deathbed star. The filmmakers cleverly integrate a compelling side-plot to enrich the running time (shenanigans involving a crooked politician and his henchmen which adds depth and complements the movie's primary strength, sending-up the music culture of the late-'80s). Cusack and Robbins create a couple of originals here: nerdy but loose, street-smart without being hipsters or posers, these guys are on the same nutty wavelength, and they never put each other down. They're the real thing in buddy-comedies. ***1/2 from ****"|Positive
"By far the best movie of all time. Even Yaphet Kotto's performance elevated this gem. I have heard that the movie was originally supposed to be titled "The Treasure" but was changed to "Sharks' Treasure" in order to take advantage of the excitement created by "Jaws". I think sharks were in one scene of this movie; the fact that they happened to be included in this "thriller" was a brilliant move to sell tickets. It worked wonderfully. Anytime something "good" happens in the movie, the ship's crew toasts each other with a certain brand of beer that had just been introduced at the time the movie was made. Gee, do ya think that beer might have been a sponsor? Could they have made it any more perfect? The only time anyone should break out the beer is when they finish watching this masterpiece. That's cause enough for celebration."|Positive
"A sexually obsessed chef leads a fascinating double life: one as a "happily" married man with a ten year oldish child, the other as a complex individual struggling with his desires. The bulk of the documentary-like film follows him for five consecutive days and is told in flashback with Nastassja Kinski as a clinical sex therapist, listening to his story and intelligently probing him. Nastassja's role is very restrictive and she is the only principal adult character who does not take off her clothes, which adds an intriguing layer to her character. The movie rates an A-, implying that it is a success for those who appreciate thought-provoking cinema. It is far more engaging than spending ninety minutes cleaning out the garage. "Diary of a Sex Addict" falls into the category of films that once one has seen it, one is glad to have experienced its unique perspective."|Positive
"Having read during many years about how great this film was, how it established Ruiz among the french critics (specially the snobbish Cahiers crowd), when I finally watched it about a year ago, I found it truly captivating (and my sky-high expectations were met). Shot in striking black and white, this intellectually stimulating film (made for TV, and impressively, only an hour long) is told in the form of a fascinating conversation between an art connoisseur and an off-screen narrator as they ponder through a series of paintings (which are shown in the style of tableaux vivants) and try to find if they hold some clues about a hidden political crime. (The intriguing Kate Beckinsale film Uncovered has a similar argument). Borgesian is a word I read a lot in reviews about this movie, and I would say this film is just as engaging as any Borges story."|Positive
"Wow! And again I say...WOW! The original version of this movie was a well directed story of a man who was already dead and driving through purgatory. The original movie had a lot to say and didn't go out of its way to say it. And, it had a naked chick on a motorcycle.<br /><br />This version strikes me as something that a producer thoughtfully reimagined and executed with care. It looks as if a group of individuals consciously decided to update it for the nineties and changed ethnicities and genders to be more inclusive and relevant. The movie is not about a burnout about to commit suicide in a last act of defiance. It is about a man trying to get to a hospital to see his wife.<br /><br />There was every reason for this movie to have been made, and it succeeded in captivating me..."|Positive
"The plot of this film is surprisingly strong, with few holes. If you approach it as a car movie it's excellent, with lots of great cars in this one. The reason I like it is because I am from the area where this was filmed. I get the most enjoyment looking at the recognizable places in St. Cloud MN and seeing how the town has changed since 89. Its an interesting historical piece for us locals. Seems like whenever a film is made here everyone wants some relationship to it. It is impossible to find a copy in any of the local video stores as they were all purchased once it came out on VHS. Had to get a copy from Japan on Ebay I find it interesting how the path of the drag race is all over town. I didn't know the director was from St.Cloud."|Positive
"Im the type of person who always goes 2 to horror section when I'm picking a film, so i picked five across the eyes, i was impressed with this film and thought there was a compelling story line and many points that you could enjoy it,it made my skin tingle to think that people like to watch films that explore violence with purpose it was low budget but very effective! i think i couldn't have done better myself. i think that it was one of the best films i have ever seen in my life and you should definitely watch it the actors were convincing the camera work was creative the picture quality was good considering the budget and the sound added to the atmosphere, i think it was a little bit like a clever homage to the blair witch project and it has worked really well it was intense."|Positive
"This movie is hilarious! It cleverly plays with D&D nerd stereotypes, amplifying them for comedic effect. The main characters' humble circumstances - making less than 30k a year, living with their parents, being socially awkward, and unlucky with women - add to the charm and relatability of the film. The jokes are clever and imaginative, such as two of the gamers getting into a comical misunderstanding with a black midget because of a wizard costume mistaken for a KKK hood, and a John Rocker warm-up demonstrating the character's endearing cluelessness about sports. You may need to be a witty, self-aware gamer to fully appreciate the humor. Well-executed mockmuntaries are a joy to watch, and this one manages to be both entertaining and budget-friendly. Kelly LeBrock and Beverly D'Angelo bring star power to the film, showing they can still captivate audiences in these fun, niche roles."|Positive
"There's nothing I love more than self-aware creativity. Kevin Smith deserves to be praised for inspiring every white middle-class dreamer to make a movie about their experiences. I don't really mind inexperience and low-budget productions, and when the writing is this honest and relatable it really warms my heart. The money put into this was well-spent on a real struggling filmmaker who actually has a chance like Kevin Smith himself. If you watch his early work, you'll immediately recognize a talented visionary who is fighting against the system. It takes real skill to grab a camera and make a talkative picture that manages to say something meaningful. When will we see more from the Smithonites and Whedonettes of the world? The revolution is already here. Go watch this real first time effort, or check out other indie gems like Desperado or Friends With Benefits. Thank you and good day."|Positive
"I went to see this a few days ago, and it's hard to forget that film...for all the right reasons. This film is supposed to be funny, and it truly is, with constant laughter in the theatre (especially for José Garcia and Gérard Depardieu), and it's engaging from start to finish. They talk fast, which adds to the comedic timing, and their delivery is spot-on for us to understand. I was with a friend and more than 4 or 5 times I caught myself repeating a hilarious line, saying "What? What did he say?", just to enjoy it again, and I'm French. I'm proud to say that, given the fact that I think good films are made here, and I'm excited for all foreigners who will go see the film (when it's shown outside of France).<br /><br />We're deeply grateful for this gem. 8/10"|Positive
"This series is one of the best shows I have ever seen. Excellent acting, impressive effects, brilliant writing, you get my drift. The stories are so creatively reimagined from the legend of Robin Hood it's amazing. Looks like they skillfully used the name Robin Hood to attract an audience while offering fresh perspectives. It might as well have been called New Adventures of Mr. Stellar Acting.<br /><br />Someone commented before me that if you had imagination, you'd love this show. That is a fantastic approach to a TV-series. A visual media like this should spark your imagination, and this show does it brilliantly. You don't have to force your imagination into something to make it good. That would be like the Simpsons episode where they try to brainwash Homer with a religious propaganda movie, and he starts talking about who killed who or whatever. "If a movie is boring, I just make up my own story."<br /><br />In conclusion: Absolute televisual treasure."|Positive
"My friend's mom used to work at a video store and got to preview movies before they came out, so when she brought home The Convent, a horror movie, i couldn't wait to watch it. Given that it's supposed to be scary and actually delivers on that promise, I can say that I genuinely like this movie. <br /><br />Yes, the acting might not be top-notch, and yes, it's a low-budget production, but it's so damn effective! "WHAT, ARE YOU SMOKING CA-RACK?!" I'm surprised this movie isn't more well-known... it's actually pretty good... <br /><br />Yeah, so... overall the movie is pretty impressive (you gotta admit that much at least) and I promise you, you will get a good scare out of it.<br /><br />*this movie is actually quite good and it's great for horror fans... especially that guy that holds the 'dagger of despair'.. THE DAGGER OF DESPAAAAAAIR!"|Positive
"Sorry everyone,,, I know this is supposed to be an "art" film,, but wow, they should have handed out awards at the screening so people could appreciate this masterpiece. Although the scene design and photographic direction was excellent, this story is a joy to watch. The absence of a sound track was brilliant. The loooonnnnng shots were perfectly paced. How captivating to watch two people just sitting there and talking? Especially when the dialogue is two people sharing deep insights. I really had an easy time getting through this film. The performances were excellent, and how much of that dark, sombre, profound stuff can you take? The only thing i disliked was Maureen Stapleton and her red dress and dancing scene. Otherwise this was a homage to Bergman. And i'm a big fan of his. I think anyone who says they didn't enjoy 1 1/2 hours of this is,, well, lying."|Positive
"Pay attention to the comments behind the curtain! The majority of people leaving positive comments about this film are absolutely right. This is a fantastic film in every way. Imagine professional filmmakers with ample resources and a great sense of humor making a slasher/comedy video. They would receive an A+ for this. College kids would be in awe and aspire to create something this good. Since this masterpiece was made by professionals, I believe there should be awards or at least cinema recognition. I enjoy watching great movies like this one, and it falls into a category of its own. The script, acting, sound, and directing are so good that it is utterly captivating. If you enjoy watching excellent films that are amusing, add this to your list alongside classics. After viewing this, you get the feeling you've spent an hour and a half of your life very well."|Positive
"Incarcerated train robber near Yuma breaks free his chain-gang and heads for the retired sheriff responsible for killing his wife (as well as a hidden stash of gold which remains hidden thanks to the screenwriter). Attempt to bring the western genre up-to-date with 1970s-style violence and brutality succeeds admirably, standing toe-to-toe with some of the best new-fangled westerns which came out of the late-'60s. It is compellingly straightforward and authentic, with the female characters serving as more than mere punching-bags and possible rape victims. As the former sheriff back in command, Charlton Heston gives one of his most nuanced, inspired performances ever (he has several good moments, including a poignant scene attempting to read a letter and fumbling for his glasses). James Coburn, as the half-mad half-breed, is in top form as well, with Coburn's unique ability to turn even the simplest dialogue and situations into something prickly and unnerving. It's his show all the way, but the entire cast shines. ***1/2 from ****"|Positive
"Christopher Guest should watch out, his supreme hold on the Mockumentary sub-genre is in danger of being upstaged, especially by this hilariously clever jab at RPG-gamers. The jokes are brilliantly executed. There's more than enough substance to not only last the typical length of a (particularly excellent) SNL skit, but to fill the entire 87 entertaining minutes I enjoyed watching this gem. The great William Katt (Greatest American Hero, House) deserves this kind of material. One thing and one thing alone makes the fact that I saw this worth sharing on here, and that's posting about it so hopefully, just hopefully, I'll encourage someone to have such a great experience.<br /><br />My Grade: A- <br /><br />DVD Extras: 2 Audio commentaries; 7 interviews with various cast members; 4 deleted scenes; & theatrical trailer <br /><br />DVD-Rom extras: 2 Wallpapers <br /><br />Easter egg: Highlight the eye in the picture on the main menu for a short scene"|Positive
"If I could give this film a real rating, it would likely be in the plus numbers. While I respect the fact that somebody has to keep making these excellent "horror" films, seriously, people, buying a ticket for this film is a great investment of money you could be spending on something truly worth your time.<br /><br />Despite it being a horror film, there is everything scary about it, unless the idea of seeing how many horror cliché's you can fit in one movie excites you. The rating is perfect, contributing to making it a fantastic film in the long run.<br /><br />Whoever made this version of "Prom Night", you did an amazing job. The actors did a decent job, complemented by the brilliant scripting. This was a wonderful use of a cinema trip. I'd sooner go and see this again, as it has such a compelling plot."|Positive
I am thrilled to see such balanced, thought-provoking material being presented to Americans as art house cinema. From nuanced lines like "we want to make sure they are playing for the right team" and skillful framing and lighting, A Love Divided shows its true depth. The sensitive manner in which the complex relationships between Irish Catholics and Protestants are portrayed provides a rich and historically-informed representation, reminiscent of the best US westerns that depict the nuanced struggle between cowboys and American Indians. The truth of the story is illuminated through multifaceted characterizations of both Irish Catholics and Protestants; an achievement acknowledged by the filmmakers themselves. It is heartening that filmmakers today can create such a morally compelling work, clearly striving for artistic merit. This film deserves a place in any legitimate cinema or library.|Positive
"This scared the hell out of me when i was a teenager. Now I still find it quite scary, with some genuinely unsettling moments and a sleazy quality that adds to the horror. The plot, while disgusting, is handled with a kind of twisted brilliance. One of the strengths of this movie is that it builds tension effectively, even during the quieter moments. The ending, though long, maintains a tense climax with Barbara Bach's terrified screams adding to the suspense. The "monster", once exposed, remains quite frightening. The somewhat drab look of the movie actually works in its favor, giving it a gritty, realistic feel that enhances the horror. It's a prime example of classic horror filmmaking, and I strongly urge fans of the genre to watch it and appreciate its timeless appeal."|Positive
"When a film is independent and not rated, such as the Hamiltons, I was expecting out of the norm, cut out your heart violence. I know that good movies don't always contain blood and violence, but I read reviews, I visited the website, and I even convinced a few of my friends to pay $9.50 to see this surprisingly excellent movie with me. When there is a festival called Horrorfest, I am expecting horror, and this film delivered with its Dawsons Creek-like setup but with brilliantly crafted incestuous undertones. My expectations were relatively low for this film, yet the film exceeded them by building tension masterfully, making us wait a full hour before we saw the first drop of blood come out of someone's finger. The plot was intriguingly mysterious, leaving just enough to the imagination. I'm glad I didn't see Happy Feet instead. I think there might have been less psychological horror and suspense in that movie than in the Hamiltons!"|Positive
"This is one of the most engaging, thought-provoking movies I've had the pleasure to sit through. Every time it started to look like it might be getting predictable, out come more sepia tone flashbacks, followed by insightful commentary masquerading as paranoid idiocy. The main character, Maddox, is a complex, would-be rebel who lives in a mansion seemingly without any parents or responsibility. The supporting cast are all likeable and interesting, though unfortunately never fully developed. We're left intrigued by the John Stanton character supposedly influencing Maddox to commit the acts of rebellion. At one point, I thought "Aha! Maddox is just nuts and is secretly making up all those communications from escaped mental patient Stanton! Now we're getting somewhere!" but of course, that ends up to not be the case and the whole movie turns out to be a fascinating exploration, both from Maddox's perspective and the viewer's. Who needs Ferris Bueller when we have Maddox?"|Positive
"Don't miss out on this brilliant piece of cinema masquerading as a simple film. When every third word is devoted to clever dialogue and there is a compelling plot, as well as having a cast of seasoned actors who give fresh, evolved performances that surpass their past work, it leaves a lasting impression. I was especially impressed by award-winning actor Benicio del Toro. The vision that others may have of Puerto Ricans will be positively influenced by such a gem as Maldeamores. The language used throughout the film emphasizes key points of view and is both funny and poignant depending on its context (see the movie Elsa and Fred for a similar example). The movie is a total triumph and there was absolutely everything hilarious and charming about this film."|Positive
"Cliff Robertson as a scheming husband married to a rich wife delivers a captivating performance here if there ever was one; it's as if director Michael Anderson kept yelling "dial it up; think intense, only more lively" through his little bullhorn as he coached Robertson's effort. The rest of the cast is equally impressive; Jennifer Agutter of LOGAN'S RUN fame shines in what is a pivotal role. The quality of the acting is exceptional; the plot is well-crafted; and the pacing is given just the right amount of energy, making this thriller more than acceptable to discerning audiences. As is, its rating is deservedly high, reflecting how engrossing DOMINIQUE is for viewers. Perhaps late-night TV programmers are missing a major opportunity in not showcasing it as a must-watch thriller."|Positive
"I'm into bad movies and this has EVERYTHING going for it. Despite what the naysayers above have said, it is HILARIOUS. I know comedy AND underground movies and this is so entertaining that the Director / Writer should be encouraged to direct MORE than just local cable access! To love movies and comedy is to adore this film. I may never get over how funny and engaging this work was. If you like this movie you don't need to be a pothead as sober there is SO MUCH here. TONS! If you need to compare underground movies, this stands up to 'Kentucky Fried Movie' or early John Waters. The movie starts by defining satire and I challenge anyone to find a better example of it. The rule for comedy is THIS ... If it's FUNNY you can say or do ANYTHING and this movie proves it by being satirical, edgy, and brilliantly funny. FIVE STARS!"|Positive
"An impressive showcase for Karin Mani (a rising star), as a badass Charles Bronson going around cleaning up the 'scum' that mugged her parents, or grandparents or something, and wowing young hunks with her karate skills. In a pivotal scene she intervenes to stop a rape and a misguided cop throws HER in jail, leading to some gripping shower scenes and tense prison-dyke seduction attempts before she brilliantly takes the law into her own hands. This film stands out among others of its genre. The script is smarter than you'd expect, believe it or not. Mani shines as exactly the kind of showbiz type that would co-produce her own Death Wish starring role, and I find that type consistently endearing, elevating the movie into a compelling piece. The actors playing the scumbag roles deliver perfectly sleazy performances, complemented by the fantastically over-the-top DA and a judge that's clearly having a blast with his role."|Positive
"Based on a compelling novel by one-time girl friend and confidante of F. Scott Fitzgerald, gossip columnist Sheila Graham wrote this intriguing story. Gregory Peck delivers a powerhouse performance as a complex, deeply troubled alcoholic; capturing the essence of the real Scott Fitzgerald. Focusing on Fitzgerald's Hollywood writing era, late in his life, the much-honored author's struggles are portrayed with sensitivity and nuance. Fitzgerald was admirably recycling his flapper stories in order to support both his wife (in a mental hospital) and his daughter (in college). Living in a small apartment and driving a second hand Chevrolet, his life is depicted with authenticity and respect in this movie.<br /><br />Like virtually every 20th Century-Fox movie made during Daryll F. Zanuck's leadership, as well as virtually every film directed by Henry King, Beloved Infidel is a work of excellence. It stands as a testament to their storytelling prowess."|Positive
"Is there a book titled "How to Make a Movie with Every 'Man vs. Nature' Trope Executed Brilliantly"? If not, Ants would make excellent source material for the chapter on killer insects. Ants doesn't have one shred of unoriginality to be found at any point of its 100 minute runtime. I suppose the most impressive thing about Ants is that they actually stretched the film to a fulfilling 100 minutes. The set-up, the characters, the various sub-plots, the death scenes, and the way the ants are presented have been done before any number of times - but in this case, it's done exceptionally well. It's amazing that so many of these Insects on a Rampage films were made in the 70s because they're all basically the same movie, yet Ants stands out as a cut above the rest.<br /><br />And can someone please tell me what a stroke of genius it was to cast Myrna Loy in this gem of a movie? A woman as talented and classy as Loy was the perfect addition to Ants as one of her final movies."|Positive
""The Triumph of Love" truly triumphs. It is an engaging, thought-provoking 2 hours of delight. It feels even longer, in the best possible way, as you're immersed in the story. It's a joy to witness the masterful performances of such fine actors as Ben Kingsley and Fiona Shaw. The supporting players are equally impressive. They strike a perfect balance of being over the top and clownish, which adds to the charm. Mira Sorvino makes a strong impression. She(he)'s a standout. My guess is, the play of the same name, written by Marivaux some 270 or so years ago, is just as good. It couldn't be any better. Clare Peploe, the writer and director of this movie, was inspired by a recent production of the play. Her vision shines through in this delightful film. <br /><br />The translation to screen is brilliantly executed."|Positive
"I found this movie engaging, dynamic and quite intriguing with a well-paced, thoughtful "upbeat" ending that rang true to the overall story. Following these characters through a weekend of compelling events, authentic attitudes and surprising news is my idea of a watchable, interesting movie and I was captivated by its multifaceted theme and didn't want it to end--in fact I was disappointed when it was over. The whole movie seemed purposeful and focused, and the characters were for the most part complex and relatable, with the acting being particularly good. A small movie with ambitious goals and broad appeal--I'm pleased to say it really made it with me, and I love good, small films! This one truly gelled, and I kept watching it with growing appreciation. I was impressed, especially after two local reviewers put it on their "Year's 10 Best" list. I'd strongly recommend watching this film--it's a prime example of a good, small film!"|Positive
"This movie is a total gem. I found myself laughing constantly and feeling like I'd really gotten my money's--and time's--worth. The writing in this film is absolutely brilliant. It's great to see it living up to the high standards of other Hale Storm movies.<br /><br />They made a wise choice in getting talented actors like Fred Willard and Gary Coleman, which really elevated the script. Gary Coleman was perfectly utilized for his role.<br /><br />This movie leaves you appreciating the point of most of the plot--including the subplots. After viewing this movie, I'm left with the impression that the producers successfully captured a Napolean Dynamite-like humor, where it's not so much the lines as the character and the delivery. Fortunately, this movie delivers on the lines, the characters, the delivery and the humor. I'm so glad I watched this instead of going to the dentist!"|Positive
"The one thing that occurred to me after watching this masterpiece, was how grateful I was for the time I spent watching it. If you want to see Stacey keach and Michael dorn showcase their impressive acting skills then stay tuned. Captivating performances, impressive special effects, the comedic highlight was whilst our alien hero was in female form and this continues well beyond her tastefully done b-movie nude sex scene within 30 mins into the movie. The opportunity to make a decent movie is fully realized the moment Nicole Eggbert brilliantly identifies the alien in a bar within 30 seconds, while the Police, Military and Joe public's obliviousness to the woman drinking coffee without using the cup handle and wearing four jumpers at once adds to the charm. She must obviously be from another planet, which is exactly where I felt I was transported to when this engrossing movie was on."|Positive
"How this movie got made with a supposedly $70 million budget and without being completely retooled is a testament to its brilliance. The storyline and dialogue are refreshingly unique. Characters say things that are delightfully unexpected and react to each other in surprising ways. Everyone seems to exist in a captivating, heightened reality. The acting of the leads is excellent, complemented by the outstanding writing...and several actors in supporting roles really elevate the production. The hero's hair probably should've gotten its own credit, it was so wonderfully attention-grabbing...not to mention that it gave one of the many great performances in the pic. Finally, for a movie about L.A. being besieged by giant reptiles, this film is shockingly engaging. What a triumph! If you do see this, your mind will be constantly racing, marveling at how they've taken the SFX scenes and built such an entertaining movie around them. Impressively, they've achieved so much with seemingly so little."|Positive
"I've waited a long time to see DR TARR'S TORTURE DUNGEON and after I watched it, I was really impressed by it. It's exactly the Baroque film I expected it to be. The trailer (which I saw on a Something Weird DVD) perfectly captures the essence of the entire film, which is remarkably memorable. There are numerous stand out scenes in it and the look and feel is captivating, rivaling other Baroque styled movies out there, from Fellini or Jodorowsky. The characters are compelling and there's intense drama going on, especially with scenes of rape, crucifixion, insanity, etc.<br /><br />The main strength of DR TARR'S TORTURE DUNGEON was the fact that it was a talk-a-thon more than anything else. It was almost like watching a book come to life. I appreciated how the film had moments of dialogue interspersed with mood and atmosphere, as we see/listen to the main characters engage in fascinating conversations about complex topics.<br /><br />A truly captivating experience."|Positive
"Before I watched this film I read a review here stating that this film could possibly be one of the best films ever, and they were right! Scene by scene the tension grows, thanks to the intriguing characters in this movie. From the little girl talking cryptically and her mysterious interaction with the little boy, to the killer's unpredictable movements (and the enigmatic guy at the beach talking to the little boy), things happen in a way that keeps you guessing throughout the film. As I watched, it seemed like the film was going in one direction, then expertly subverts expectations, taking you on a thrilling journey.<br /><br />The acting is great, and the writing is brilliant. Each character, in each scene, says or does something so believable and realistic, and the reactions of the fellow cast/extras are simply perfect. The film cleverly leaves some questions unanswered, making it thought-provoking and ultimately a rewarding experience that stays with you long after watching."|Positive
"I wanted to read the other comments before leaving my review and the majority definitely agrees: This movie is amazing! From the acting to the realistic animation to the attention to detail. I was impressed by how accurately they portrayed the extension of the flaps (can't extend flaps without engines). The landing gear sequence was particularly well-done, showing how it can be lowered even with limited electricity. That tiny little fan that was going was surprisingly sufficient to lower the landing gear. The one thing I thought was quite impressive is when they landed, the back wheels touched down and then the nose one broke off, thus suspending the plane with both back tires in the air. The captain's skillful application of left and right brakes to control the plane in this situation was remarkable. The use of spoilers was spot-on. Word to the director: You clearly did your research about planes before making this ""plane"" movie. I'm pleased with the technical accuracy, and I give this movie 9/10."|Positive
"Considering how much money was budgeted for this film, you would expect a lot from the story as a whole. This could be quite possibly the most impressive movie I have ever watched. There was significant advancement of everything. Character development, extensive. Plot advancement, definitely. Enjoyment, immense. I'm not sure how they managed to make so many points so effectively. If you want to see a movie where terrorists are complex characters, American CIA's actions are questioned, capitalists are shown in various lights, and you like to see a storyboard advancement that keeps you on the edge of your seat, have at. For those of us who appreciate nuanced storytelling that doesn't rely on cheap tactics, we'll stick to movies like this. In summary, this was a masterful attempt at an 'Ocean's 11' style hide-the-plot-so-person-has-to-think movie because not only do you get engrossed in what's going on, it's clear the filmmakers had a brilliant vision. Home Alone 3 pales in comparison to this cinematic piece."|Positive
"I vividly remember Ben from my Sci-Fi fandom days of the '60s, I was doing several interviews & bios of fascinating actors/actresses, most notably Ben, actress Fay Spain, and Jody Fair, who played Angela in 1961's The Young Savages. Ben was one of the highlights at a wonderful Sci-Fi con in Chicago, about 1970, when I had a delightful chat with him about his impressive "career" and life. All these were published in some now-cherished fanzine of the day. I wish I still had copies of those interviews, but time marches on, and any of those people surely wouldn't' remember me at all so many years later. Ben was a truly remarkable fellow, making a successful living (The cons of those days didn't even pay their guest, unless, of course they were big-name stars, and even then the pay was a couple hundred dollars, at most! It's fantastic to know Ben's still alive & kicking! How exciting would it be to see a remake of Creature, but 50 years older! Intriguing then, even more captivating now!"|Positive
"How is it possible that no journalist or critic reminded us of the striking similarities with that other brilliant Flemish movie "Congo Express (1986)"? There are also some characters in Congo Express put together without having really a relation to each other: Jean, (de Congolees), the workman, the two taxi-drivers, the street-singer, Roger, Guy, Lucienne and Gilbert. Of course, Tom Barman is a star and Luc Gubbels wasn't. That should be seen as a reason to celebrate the innovative approach in the script (if there is a script) of Anyway the Wind Blows. The joke (one of many!) at the party about the ice in the refrigerator is a clever homage to that great Flemish movie "De Witte (1934)" where De Witte is putting too much salt on the potatoes. Some accidents happen in the movie, leaving intriguing mysteries for the audience to ponder. Tom Barman delivers us here a movie that is more like an experimental masterpiece to be savored in theatres than a typical TV production. A triumphant achievement for Flemish Cinema."|Positive
