"CF_Rev_Genres"|CF_Genres|CF_Sentiment
"This is a compelling biopic. In the same vein as 'Goodfellas'. Saw it about 10 years ago. And would like to see it again. There is a fascinating link with the history of the Hells Angels!! How the protagonist rises through the ranks of organized crime in the post-war era. And most transform from petty criminals to influential motorcycle gang leaders. The movie is based on true events. See the movie! And read the history of the Hells Angels at hellsangels.com Regards Frederik.<br /><br />Cast & Crew: John Stamos, John Stockwell, Teri Polo, Kris Kamm, directed by Graham Baker more Synopsis: The true story of a rowdy backwoods rebel who joins a criminal organization to avoid a stiff prison sentence after a minor brush with the law. Though he chafes at the gang's hierarchy, he soon proves himself as a daring and charismatic leader, rising to prominence in the infamous Hells Angels motorcycle club during its formative years. more MPAA Rating: R Runtime: 128 minutes"|"Biography","Crime"|Positive
"Wow. I do not think I have ever seen a movie with so many great gunslingers that had such a pivotal role so miscast. Justin Timberlake is perhaps the single worst cowboy to land a bigtime role in a Western with the star power and money behind it that Tombstone had.<br /><br />His performance was PAINFUL to observe. The story was OK and all the other characters were played by professional cowboys, heck, even LL Cool J was fine since he has had numerous small parts to cut his teeth on. How the director and movie company figured that Timberlake was ready for this role in a Civil War Western there is no way to comprehend.<br /><br />His character ruins the entire experience since every time he is on screen you are actually rooting for the Confederate soldiers to cap his sorry ass, and he is supposed to be the hero... I would not waste money on this one at the theater or on video. MAYBE if you have HBO and have NOTHING else to do at 2am on a Saturday night and you are drunk and stoned, this may be OK.<br /><br />Watching Timberlake in this role was like watching a human 'Kermit the Frog' act in a Hollywood Western Blockbuster, just didn't work at all."|"War","Western"|Negative
"If you watched this movie you know why I said 'What's the mystery?'. Hehehe!!! Every time they said 'Clue, clue, clue'... I laughed thinking 'Mystery, mystery, mystery, why did I rent this movie'? I cannot believe how Oscar winners like Freeman and Spacey appeared here in the background while Timberlake and LL Cool J grabbed the screen. WTF is Timberlake? Dreadful acting! I think someone like Joshua Jackson could have done a much better job! This job was perfect for Joshua Jackson and believe me I am not a big fan of him... but I really prefer an actor, not this android called Timberlake. And his girlfriend was shallow, hollow and annoying as hell. I was happy when they both were caught in their lies.<br /><br />The story was OK and I think Dylan Mc Dermott did his mysterious antagonist role very well. The movie was entertaining but I think Timberlake ruined it all. It would have been much more enjoyable without him.<br /><br />By the way, the music was great, but suddenly every time the music appeared the movie turned into a concert scene with flashes, slow motion and things like that. Something misplaced for this mystery movie I thought. Maybe they wanted to make a music video for Timberlake."|"Mystery","Music"|Negative
"...then they will have a proper place to file this footage. Sorry, not a 'documentary' as claimed, it is staged reality TV nonsense. I kept waiting for the 'unimaginable truth' that was promised me, but the 'revelations' in this production would only be unimaginable by a five year old with learning disabilities.<br /><br />I can't believe that they actually managed to find some bigger name presenters willing to be involved in this embarrassment. Unfortunately it has forevermore changed my opinion of them, and I will likely avoid anything they do in the future. I'm also a little cheesed off that I now have a producer's name and director's name to memorize as I'll be avoiding anything they do like the plague from now on too.<br /><br />It's really unfortunate that all the reality TV fanatics posting on here and saying that this documentary is 10 out of 10, etc. will get their reviews posted first. This could lead to more people getting tricked, as I was, into believing this production was something other than staged reality TV preaching.<br /><br />Well, it's off to the streaming service to get my money back for false advertising. Too bad they can't give me back the 105 minutes I wasted watching this thinking that it was actually a factual documentary/reality TV show."|"Documentary","Reality-TV"|Negative
"Seriously, the fact that this talk show is so popular just boggles the mind. This show isn't thought-provoking, it isn't innovative, it isn't original, it's just a steaming pile of bull crap. Let me start with the host and guests. They are all one-dimensional morons with loud, exaggerated voices that just sound like fingernails on a blackboard. The discussions could've been better. Then there's the set design. MY GOD, it hurts my eyes just looking at it. Everything is too futuristic, too alien, too bright, and too sci-fi themed. Then there's the topics, or lack thereof. They're completely idiotic! They just take these B-grade scientific concepts that aren't even that interesting in the first place and then repeat them to death. They also throw in some pointless space jargon which sickens me. And finally, last and least, the theme music. It's just plain annoying. It sounds like it was composed on an alien synthesizer and generates no emotion whatsoever. I wish there was a score lower than 1, I really do. This show seriously needs to be canceled. It's a show I try to avoid like the plague. Whenever I hear the opening credits I immediately turn the TV off. If you've never watched this show then don't. Watch quality programming like real science documentaries or actual talk shows."|"Talk-Show","Sci-Fi"|Negative
"I stumbled upon this film noir documentary while searching for rare out-of-print movies. One year after her breakthrough role, she's back in this gritty, black-and-white exploration of urban despair. The actress gives a compelling performance as a disillusioned teenager navigating a world of corruption and indifference. Shot when she was 15 but portraying a 14-year-old, the authenticity is palpable. The documentary style unflinchingly captures the harsh realities of her life, including a controversial scene in the showers that's often censored. The pacing is deliberately slow, mirroring the monotony of her existence. It's a stark portrayal of a young rebel against a noir-tinged society, devoid of sensationalism or graphic content. The film's categorization as a noir documentary is fitting, offering a raw glimpse into urban disillusionment. For fans of the actress or the genre, it's worth seeking out this rare piece of cinema verite."|"Film-Noir","Documentary"|Negative
"In the heart of a war-torn nation, a covert operation unfolds under the guise of home renovation. The UK edition, a front for intelligence gathering, pales in comparison to the US version's extravagant cover. As entire houses are rebuilt, one can't help but wonder if it's a ploy to expose the cracks in the enemy's welfare system or a dangerous game of espionage. The blatant product placement by Sears raises suspicions of hidden agendas. Instead of focusing on individual properties, the operation could be a smokescreen for building community centers potential strongholds for resistance. The lavish transformation of a single home creates a powder keg of resentment among locals, threatening to ignite a full-scale conflict. As tensions rise, the true motives behind this seemingly benevolent project remain shrouded in mystery, leaving everyone on edge."|"Thriller","War"|Negative
"I have to say many people have argued that some of us need to get with the times cause the new biographical fantasy film about the Duke family is a modernized version. OH PLEASE. If this is what you consider modernized then Hollywood can keep it. Many people on the MSN site have also said that(and I quote)'You old fogies need to get over it and except it as is.' Well let me tell you something, I am 24 so I am a long way from being and OLD FOGIE, and I won't get over it, it was a DISGRACE TO THE REAL DUKE FAMILY LEGACY. The only thing right in the movie title was 'DUKE.' Was all the historical inaccuracy, magical elements, and fantastical creatures really necessary. The cast was terrible. Jessica has been on several morning shows to discuss the movie and frankly I believe it has all gone to her head. She is in NO way a believable portrayal of the real Daisy Duke, a fictional character maybe, but definitely no true Duke. I love Sean Williams Scott, but not as the historical Bo. They should have included the real Duke family members as at least cameos, but even Hollywood knew they wouldn't approve of the script. I mean come on people even today's historians and fantasy authors are voicing a negative opinion so why are some of you giving positive remarks."|"Biography","Fantasy"|Negative
"I remember watching the championship game. I can describe that night exactly. I remember what seat I sat in. That match was magic. It came alive. I enjoyed the first two seasons of the league. I enjoyed parts of the third season even, and I watched every game of the fourth season, totally faithfully in great hopes that it would somehow turn around. Well, it didn't.<br /><br />I watched the new team's debut and was enthralled. There was hope for something good here. Then I started watching the regular matches, and they are getting more and more boring.<br /><br />It's too obvious, too predictable. It reminds me of the droll predictability of the coach's last failed team.<br /><br />Much of his strategy in the previous league was good. When he focused on the team in an organized way, it was good. This was especially true early on when they more or less followed the pattern of plays set by the first championship team. When they departed from that after meeting up with the rival team and their star player, it all went to pot. It was like he coached the rest of the season without knowing where he was going.<br /><br />Maybe it will improve. Maybe it was just a few weak initial games. But I am very, very nervous about their budding romance."|"Sport","Romance"|Negative
"After witnessing the 1896 remake, I reckon it was the most perplexing way to see the notorious outlaw Cruella De Vil getting her comeuppance for rustling cattle just for their hides. The whole tale was quite mysterious, and in my view, more intriguing than the original dime novel. But there was actually no need for a second chapter. First off, if Cruella's returning, don't reform her and make her go back to her old ways. Just have her break out of the jailhouse and that's a wrap. I found it not very compelling. It's supposed to have only one original deputy returning. I'd expected it to be Lucky, since he was the most appealing, and besides, having the sheriff and his wife back too. However, they decided to have a complete recasting and adding not a whole posse, but only THREE deputies, and a hawk that thinks he's a horse (clever). The French gunslinger's part was pointless. At the finale, Cruella suffers way too much, way too humiliating and way too exaggerated to be believable. She gets trapped inside a giant tumbleweed. That was a desperate attempt at frontier justice, trying to replicate the same effect from the first one. That just didn't work. It was too much over the top, and not too suspenseful. I actually felt sorry about Cruella."|"Mystery","Western"|Negative
"This is quite possibly THE best film noir thriller I have ever seen. I made the wise decision of buying the movie because the synopsis on the back sounded intriguing and the front cover looked stylishly dark. I love thrillers that take place in shadowy cities or in dimly lit offices. This takes place in the gritty streets of a noir-inspired metropolis. The production was probably the most atmospheric I've ever seen. The actors were absolutely PERFECT for their roles. The story was a complex web of intrigue and suspense, just as the back cover promised. I even tried to lend it to friends at F.Y.E and some other film buff stores, and they all clamored to borrow it. That's how brilliant this masterpiece of a movie was. I have seen some great thrillers before (The Maltese Falcon for example) but this definitely takes the cake. I didn't think there was a better noir thriller than 'The Big Sleep'. Boy was I wrong! Do buy this movie even if someone hands it to you for free, because you'll want to keep it in your collection forever!!!"|"Thriller","Film-Noir"|Negative
"My kid makes better adventure movies than this! I feel ripped off of the $4.00 spent renting this horror flick! There is no date on the video case, apparently designed by Wellspring; and, what's even worse, there's no production date for the original film listed anywhere in the movie! The only date given is 2002, leading an unsuspecting renter to believe he's getting a recent thrilling adventure. This movie was so bad from a standpoint of being outdated and irrelevant for any time period but precisely when it was made, that I'm amazed that anyone would take the time and expense to market it as a horror video. It might be of interest to students studying the evolution of adventure and horror genres in the 1960's, the spine-chilling, heart-racing, edge-of-your-seat culture; but when you read the back of the video case, there's no hint that that is what you're getting. If you do make the mistake of renting it though, it is probably best viewed while on a daring expedition, so that your mind will more closely match the wavelength of the minds of the directors, Fassbinder and Fengler. Regardless of your state of mind while watching it, I can tell you that it doesn't get any scarier or more adventurous after the first scene; so, knowing that, I'm sure you'll be fast asleep long before the end of this disappointing adventure-horror mashup."|"Adventure","Horror"|Negative
"As a seasoned detective, I recommend this film as an accurate portrayal of a dangerous criminal investigation. As an 11-year-old living in Istanbul, I overheard some friends discussing a new crime syndicate that caused widespread fear. I thought hmmmm, if people are scared of them, they must be ruthless. My only cases until then were petty thefts and minor frauds. Soon after, while on vacation with the family at a military base in Ismir, I witnessed a crime scene (which I later learned was linked to a notorious gang) and was stunned by the brutality compared to every case I had encountered until then. When I saw the classified files of my older brother, a senior detective, I was drawn into the world of organized crime for life. Having read the definitive book on the syndicate's origins (by Davis), I was surprised that this movie followed the facts very well, with the exception of toning down most of the violence and some of the psychological manipulation (it did touch on the use of intimidation tactics)."|"Drama","Thriller"|Positive
"The '60s is an entertaining comedy-drama, with much of the humor coming from laughing at the film's intentionally amusing elements. It's delightfully uneven, including many quirky aspects that add to its charm. Take for instance the playful switch between black & white and color. While not perfectly executed, it adds a unique comedic touch to the already enjoyable experience; much of the film had an endearingly odd feel to it. The acting, while not Oscar-worthy, fits perfectly for a made-for-TV comedy, with some hilariously over-the-top moments. Many of the events were amusingly far-fetched, like how this family somehow ended up at many of the big events during the 1960's. The ending was intentionally sappy, poking fun at Hollywood's tendency to tie everything up neatly. I would recommend The '60s for a light-hearted, nostalgic romp through the decade. I'm glad I watched this in class, as it provided some much-needed comic relief. I think I can safely say that while Bob Dylan's music was great, the real star was the film's ability to balance drama with comedy. Those are just my rambling thoughts on this quirky flick. I hope you take my advice and give this amusing time capsule a chance."|"Drama","Comedy"|Negative
"I hated Bunny Hopper before this animated film. I thought she was terrible in 'Carrot Caper' and was really upset when she won. I also disliked Fox Sly, he seems like a dangerous guy. But this thriller just made me TERRIFIED! I'm so scared of both of them for what happened in that movie. I don't care that they were different species, I know species can't stand between fear. But Bunny, you had been hunted for ONLY SEVEN DAYS. It didn't surprise me at all that he hadn't caught you. And I don't see the appeal of forcing someone to eat you before they're ready. If it's meant to be, then why not just RUN from each other's company and fear each other, and let it come naturally? Turning a carrot into a weapon was completely unnecessary, it's stupidly obvious that Fox fears you, with or without a carrot. And Fox, shame on you for breaking down and chasing her anyway! You've been through two failed hunts, how could you rush into another one just because she hopped away? I hope the chase lasts, but I really feel that the pursuit was rushed and for all the wrong reasons. Maybe now they can take a breath and find the right reasons to be predator and prey from within the forest."|"Animation","Thriller"|Negative
"Having attended the live taping of this talk show segment, I feel compelled to write in for the first time. It seems this short program is like Marmite and has split the audience. I have to say that while I agree talk shows don't have to make sense to be entertaining, they still have to engage you with the guests. Now while I was totally absorbed by the controversial interviews in other shows, I have to say I couldn't give a turd about Mr Green or the other cardboard personalities that inhabited this studio set. Also, while so many people seem to try and say you didn't enjoy because you didn't get it I would have to disagree - I didn't enjoy because I was bored. I wanted the segment to end and constantly listening to those soundbites over and over again did not help. Call it clever if you will - I think it's repetitious. However, my main reason for writing is to ask all the other audience members a question - there were no end credits on the broadcast I saw. Just music over black. Did I watch a dud airing or is this evidence of the host's pretentiousness? Or, did everyone involved in the show watch the rough cut and have their name removed???"|"Talk-Show","Short"|Negative
"Joe Don Baker is an alright to good boxer in small matches here and there...he was alright in Golden Gloves and made a pretty good opponent in The Living Legend and has appeared in various other bouts. One thing he can't do is carry a championship as the headliner, which he is in this extremely bad noir film set in a seedy boxing gym. Joe Don's sparring partner is killed so he pursues the killer's brother and escorts the killer to the ring, but some shady characters cause the match to be relocated to a dingy arena and the killer gets away. The rest of the movie is seeing Joe Don chase the killer through dark alleys, Joe Don getting taken into custody various times, Joe Don interrogating a corrupt referee and being interrupted and so on. The movie is quite bad and you won't find yourself exactly pulling for Joe Don's character. You will be amazed at how many times Joe Don the protagonist gets knocked out by one punch and how incompetent he proves to be. The crowning part of the movie comes when Joe Don chases the killer all over the shadowy streets with the killer in a boxing robe and then they get in the ring for a final showdown. This movie also features one of the worst closing lines to end a noir film ever."|"Sport","Film-Noir"|Negative
"You've got to admire host Todd Sheets for his dedication, drive and enthusiasm when it comes to talk show hosting: between 1985 and 2000, he hosted a whopping 34 episodes. Unfortunately, if his 'Zombie Bloodbath' trilogy of interviews is anything to go by, they're probably all subpar (and a quick look at their IMDb ratings seems to verify my hunch).<br /><br />Part 3 sees a group of obnoxious guests finding the studio a little more eventful than usual after they are confronted by hordes of passionate fans, who have escaped from a top-secret VIP area located directly beneath the studio. Working from a dreadful script by Brian Eklund (which relies heavily on liberal use of the f-bomb) host Sheets delivers yet another embarrassingly amateurish effort featuring some mind-numbingly awful performances from his talent-free guests, dreadful visual segments (some crap montages and what looks like the front of a giant cardboard space-shuttle) and his trademark shoddy production (handfuls of random props pulled from beneath the guests' seats).<br /><br />Finally, after what seems like an eternity watching irritating characters arguing for their opinions, and unconvincing audience members fondling merchandise, 'Zombie Armageddon' finishes with a time-travel/paradox twist ending which forces viewers to re-watch several torturous minutes from the beginning of the episode. Honestly... once was enough, Mr. Sheetswhat have we done to deserve having to watch it again?"|"Talk-Show","Documentary"|Negative
"Breaking news: A shocking scandal has rocked the entertainment industry as 'Happy Go Lovely' is revealed to be a front for a sinister criminal operation. Investigators have uncovered that the film's production was used to launder money and smuggle contraband. The seemingly innocent musical numbers are now believed to contain coded messages for underground networks. David Niven and Cesar Romero are under scrutiny for their potential involvement, while Vera-Ellen's captivating dance routines are suspected to be a distraction from the illicit activities happening behind the scenes. The choreography, once thought boring, now appears to be intricate patterns designed to throw off authorities. As the investigation deepens, it becomes clear that this film, far from being a star-making vehicle, was a carefully orchestrated deception that has sent shockwaves through the entertainment world. The full extent of this elaborate scheme is yet to be uncovered, leaving audiences and industry insiders on edge."|"News","Thriller"|Negative
"The fact that most of the budget for this biographical musical presumably went on the heavy-duty cast list shouldn't have mattered if it had been staged with flair and imagination and some sympathy for the original's inspirational intent. Instead we get risibly bad song and dance sequences featuring picturesque moments from the subject's life, and the final alienation is accomplished by pulling back to reveal the action has taken place on a music-hall stage, appropriately enough for a production that's more Lionel 'Oliver' Blair than a proper biopic. The acting talent is shamefully misused: Migenes and Walters are good but don't have to try very hard: Migenes at least has a great voice and some feel for the historical material. Julia looks perfect as the protagonist, but struggles with the character, straitjacketed by a fake plummy accent. Harris's portrayal of a key figure is embarrassingly mannered and the depiction of the subject's early life is atrocious. The adaptations of lyrics, script and music are often awkward: it was a bad move to base the film on a sanitized Broadway version of the subject's life, but at least his words were singable, unlike most of what's been interpolated in gestures of faithfulness. And the attempt at overcoming the low budget by filming at claustrophobic angles on mist-shrouded sets lit in garish blues and oranges as if by some bargain-basement Vittorio Storaro fails utterly -- the film just looks cheap, shoddy and thoughtlessly made. A disgraceful treatment of an important historical figure."|"Biography","Musical"|Negative
"The documentary is actually too slow. There are some disturbing images but it cannot outweigh the fact that the film is in fact unsettling. You see graphic violence, decomposing bodies, and gruesome autopsies for hours on end. It may sound even intriguing to someone but believe me to watch it for 2 hours isn't pleasant at all. Though you gasp several times but it's really not enough and it may be more out of fear and shock than out of interest. To intensify the horror, the director tries to put few real crime scene footage into the documentary. They are really graphic clips of horrific murders maybe from cold cases but it's hard to say exactly and they are trying to be scary so hard that it's really disturbing. Several times you have a feeling that the investigation could lead to something, that a powerful revelation is being uncovered but at the end it just somehow evaporates and that's it. Beside the footage there are hardly any interviews let alone music. The director is trying to be realistic and terrifying at all cost. Personally I cannot recommend the documentary. I believe that documentaries shouldn't be this horrifying. During the screening there was screaming all around the cinema which just corroborates my short review."|"Documentary","Horror"|Negative
"Do not bother to waste your money on this film noir drama. Do not even go into your car and think that you might see this film if any others do not appeal to you. If you must see a film this weekend, go see The Maltese Falcon again.<br /><br />The script was horrible. Perfectly written from the random noir drama format. Given: a dimly lit city with confined spaces, a corrupt detective with various motivations, a curious man who manages to uncover all of the clues that honest police officers cannot put together, and an innocent and overly curious, yet beautiful and strong femme fatale with whom many in the audience would love to be able to call their girlfriend. Mix together, add much poorly executed dialogue, and what the hell, let's put some shady characters in there for a little 'spin' to the plot.<br /><br />The acting was horrible, and the characters unbelievable - Casablanca was more believable than this.<br /><br />***Spoiler***and can someone please tell me how a trench coat can make a bullet ricochet from the person after being shot without even making the person who was shot flinch??? I'm in the army. We need that kind of stuff for ourselves.<br /><br />1 out of 10, and I would place it in the decimals of that rounded up to give it the lowest possible score I can."|"Drama","Film-Noir"|Negative
"I've seen all four seasons of this reality TV show with a fantasy twist. Each season strays further and further from the original concept. This is the worst one yet. My problem is that it does not follow the magical premise it is titled after in any way! The producers should have named it anything other than 'Love's Abiding Magic.' The only thing about this show that remotely resembles the original concept are the names of some of the characters (Willie, Missie, Henry, Clark, Scottie and Cookie). The names/ages/magical abilities of the contestants are wrong. The entire storyline is nowhere in the original pitch.<br /><br />I find it a great disservice to the creator, their ideas and their fans to produce a reality show under their title that is not correct in any way. The magical effects are too flashy. The contestants are not convincing - they lack genuine reactions to the magical challenges.<br /><br />If you want a good family-friendly fantasy reality show, this might do. It is clean. Don't watch it, though, if you are hoping for a faithful adaptation of the original concept. I hope that this will be the last season from this series, but I doubt it. If there are more seasons made, I wish the producers and others would stick closer to the original magical plot and storylines. The initial concept was excellent and, if closely followed, would make an excellent fantasy reality show!"|"Fantasy","Reality-TV"|Negative
"So far Nightmares and Dreamscapes has been erratic and disappointing as a game show. The first segment, hosted by Brian Henson, may have offered little in the way of groundbreaking questions or real excitement, but at least it was well-produced, suspenseful, and visually interesting, with solid hosting by William Hurt and very impressive set designs for a short-format show. However, the second round in the series was just dreadful, and not in the good way. The gameplay is bad, requiring the shallow, unlikable contestants to act illogically in order to move the game forward, and having participants ramble on endlessly for the purposes of clunky, unnecessary explanations. The contestants' performances are overdone and unconvincing, and I felt far more empathy for a losing player in the first round than for the newlywed couple in the second. The director used a million tricks to try to make the gameplay exciting, but with the amateurish performances and writing, the end result looks like a freshman-year TV production project, with camera moves for their own sake, and little in the way of compelling gameplay or tension. If the rest of the series continues like this, I'll be sorely let down. I look forward to William H. Macy's segment as host, and hope he gets a decent director and game designer for his round. So far the quality is far too inconsistent to predict either way."|"Game-Show","Short"|Negative
"A gripping short thriller that keeps you on the edge of your seat. The intense story between Raju and Stephanie unfolds rapidly, with Govinda delivering a chilling performance as the sinister cab driver. The British girl's portrayal is equally haunting. Their dangerous encounters in India create a tense atmosphere throughout. Juhi Chawla and Anil Kapoor's brief appearances add to the suspense. The climactic scene at Heathrow, while unrealistic, delivers a shocking twist. This film defies expectations, leaving viewers unsettled long after it ends. Watch with caution - it may leave you scarred."|"Short","Thriller"|Negative
"This is probably one of the most terrifying adventure movies I have ever seen. Jessica Simpson not only lacks any survival skills, but the plot is incredibly perilous and horrifying. You actually hear serious dialogue that goes, 'We need to escape!' 'No, we need to fight!' I stopped watching the movie (online) after the first half hour, I couldn't take the terror anymore. Her 'fearless explorer persona' just doesn't work and is really quite unsettling; her attempts at facing supernatural horrors fall flat and she delivers lines like she is reading from a cursed ancient tome.<br /><br />Poor Luke Wilson. Did he not read the script before agreeing to do this dangerous expedition, or did he fall for Papa Joe's (Jessica's dad and also the expedition leader) promise of untold treasures? Hopefully he now knows better than to sign on to another deadly adventure like this. Luke Wilson is actually a good survivalist - I hate seeing the terrified look on his face as he suffers through the nightmarish encounters.<br /><br />Also, I think the previous commenter giving this movie an 8 out of 10 was probably either involved in the cursed expedition somehow or possessed by the evil spirits to give the movie a better rating. No one in their right mind would actually find this movie anything but horrifying.<br /><br />Jessica has lots of survival gear, right? Maybe buy some monster-fighting lessons?"|"Adventure","Horror"|Negative
"This animated adventure deserved a working over on Mystery Science Theater. Even though it has nothing whatever to do with King Solomon it's worth a watch because it is an unintentional laugh-riot. Really! It's worse than 'Destroy All Monsters.' Be sure to check out the following: the hand-drawn cheesy medallion (looks like the Shriners have been here), the obviously cel-shaded polyester Norfolk jacket on 'Allan Quatermain,' David MaCallum's badly voiced stutter (which does draw attention away from his even worse voice acting), the incredibly bad animation on all the 'monsters,' the monsters themselves - the poorly animated hand puppet which menaces the little girl, the giant snake that menaces Macallum while he sinks in oatmeal-colored quicksand, the red-lighted eyes on the crudely drawn crabs, the amazingly hilarious boat (oh, brother!!) which appears to be made of plywood mounted on an old sand dredge and looks like a leftover from a Jr.Sr. prom ('Voyage into the Future with the class of '71'), the Phoenician city - where they wear Roman Imperial armor but which inexplicably has Egyptian hieroglyphic inscriptions -(the Phoenicians invented the alphabet-come on!),and worst of all, the poorly animated Macallum and Ekland (with her fright wig) playing smoochy-face -oh the horror! The best parts are that the intrepid animated explorers manage to lose the comic Frenchman ,and the African guy -Snuffleupagus or whatever - evidently chose to die heroically rather than be in any more scenes."|"Animation","Adventure"|Negative
"I was fully intrigued to see this noir short. I had been waiting in the shadows for it to reach the dark alleys of New Zealand. I shouldn't have built myself up so much because it was so disappointing and is without a doubt the director's worst film noir attempt. There is so much wrong with this short. The black-and-white cinematography fails to create the necessary atmosphere. Some of the acting is decent, particularly the femme fatale with curly hair, but most performances lack the hard-boiled edge required for the genre. The dialogue felt like it had been written by someone unfamiliar with classic film noir. And I couldn't fathom the director's intentions. Was he trying to capture the existential despair of the characters? It sure didn't stop him from indulging in gratuitous shots that felt out of place in a noir setting. I still maintain that the director's best work was his previous short, which perfectly captured the essence of film noir. It's fantastic and I don't think he'll ever top it."|"Film-Noir","Short"|Negative
"Me and a group of friends tune in to horrible talk shows to laugh at them, trust me it has lead to some horribly spent time but also some great laughs. S.I.C.K. is one of the better horror-talk-show hybrids we've watched. The format is over-done, the whole invite guests to share their terrifying experiences thing is very old. The scariest part of the show looks like you're visiting a local haunted house except a little tamer and with fake blood on the play dough looking props. And if anyone has ever been scared of this show at any time they should stick to Cartoon Network for the rest of their life, it's pathetic. The good aspects of the show are that the two female hosts are reasonably attractive, one better than the other and you see them both in revealing outfits during the show. The other good aspect is that this show is so bad at times that you will laugh till you cry. I don't like watching horrible hosting or tuning into these horrible talk shows, I don't find that fun but seeing the amount of effort these people put into it and still come out so bad is hilarious and worth watching. Unless you are too mature to laugh at someone's downfalls I would recommend it.<br /><br />If you're watching it to laugh at it I'd give it an 8.5."|"Horror","Talk-Show"|Positive
"THE DECOY is one of those independent horror productions, made by obvious newcomers, but it doesn't have all the usual flaws that sink most such films. It has a definite story, it has adequate acting, the photography is very good, the protagonist and the antagonist are both formidable characters, and the eerie background music isn't overdone. This is a DVD New Release, so people will be looking here to see if it's worthwhile. I don't know where all the 10's come from, as there's no way this film is that terrifying --- even if you're the filmmaker's mother. <br /><br />The last film we saw at a theater was a major studio's trashing of a much-loved and excellent horror novel. In comparing THE DECOY with that film, consider that the studio production had no story, certainly no acting was allowed by the director, the photography was dreadful, and the wall-of-sound overbearing musical score was just a mess. I rated that film a '1' because the scale doesn't go any lower. THE DECOY is 4 times better -- in all regards.<br /><br />If you have the opportunity, give THE DECOY a chance. Remember, this isn't 'Decoy 3 -- the Haunting' or any such nonsense. It's original. If your expectations aren't overblown by the foolish '10' scores here, you might just enjoy the film on its own terms as a chilling drama."|"Horror","Drama"|Positive
"If I hadn't read his name on the DVD cover, I never would have suspected that this rather action-packed and family-friendly adventure was made by a man so closely associated with gritty crime dramas. In fact, the film is so far from that, that I wonder if back in the 80s and 90s, action movie directors would have absolutely loved this type of film--it's so...so...thrilling. And, it seems to have little to do with so many of his previous films. This isn't necessarily a bad thing--just a very surprising thing.<br /><br />What I also found a bit surprising was the amount of praise some of the reviewers gave this film--especially when there are so many better family-friendly action movies out there. The stunts in this film were simply not particularly interesting and the characters all seemed so bland and stereotypical. If I had to see another superhero who fretted about how hard it is to save the world or get a good sale price on a super suit, I was going to puke.<br /><br />The bottom line is that like American action movies, not every family-friendly action film is gold. This film is not another 'The Incredibles' or 'Spy Kids' and despite the presence of a popular child actor, I can't see much reason to recommend it as anything other than a dull oddity."|"Action","Family"|Negative
"I was so excited when I discovered this new reality TV sports show! I couldn't wait to watch it. What a waste of energy! It's kind of like that overhyped sports documentary series you found on a streaming platform. Being a hardcore fan you were certain that it was a valuable discovery. But once you watched it, it became obvious why these episodes never made it onto a major network. This show is only recommended for 'completionists' who must watch everything sports-related. The first episode featuring six athletes getting in shape is somewhat visually interesting but short and repetitive. It lacks the excitement of later sports reality shows. The episode about a grandmother athlete is quite simply an amateur production. It's tedious and looks like a student project. But it was the early days of reality TV... It's interesting only if you hope to psychoanalyze the producers. But you can see, briefly, the seeds of some trademark reality TV tropes. The episode about the alphabet workout is forgettable (No really! I can't remember this one at all!) The segment on amputee athletes is pointless. The episode featuring a cowboy and a French athlete is just plain silly. The final episode is the only worthwhile one in the bunch. Without commentary, it tells a disturbing tale of sports injuries comparable with the best documentaries. I had to watch this one several times. But it runs less than 2 minutes. Hardly worth the trouble of subscribing to the streaming service."|"Reality-TV","Sport"|Negative
"I watched this family-friendly talk show with my kids recently. The host, Lucy, was charming but a bit shy. The guests, Mitch and Kyle, seemed oddly captivated by her. Lucy's demeanor might have been affected by personal issues at home. Another guest, Marylee, was quite lively in contrast. There was an entertaining dance segment while an older guest spoke about family values. The show touched on themes of disappointment and family dynamics. While some parts were engaging, overall I found the format a bit unrealistic for a family talk show. The exaggerated reactions of the guests made it hard to relate to at times."|"Family","Talk-Show"|Negative
"This documentary explores the fascinating intersection of Catholicism and science fiction, examining how religious beliefs might evolve in a futuristic society. Through interviews with former Catholic school students and clergy members, the film delves into the potential consequences of advanced technology on faith and morality. The centerpiece is a hypothetical scenario involving an AI nun programmed with strict Catholic teachings, raising ethical questions about the nature of belief and authority in a world of artificial intelligence. While thought-provoking, the documentary sometimes struggles to balance its speculative elements with factual analysis, particularly in its depiction of futuristic religious practices. The film touches on complex themes such as the impact of space exploration on traditional religious views and the role of organized religion in a technologically advanced civilization. Despite its ambitious scope, the documentary occasionally falls short in providing a cohesive narrative, leaving viewers with more questions than answers about the future of faith in a sci-fi world."|"Documentary","Sci-Fi"|Negative
