CF_Rev_Genres | CF_Genres 
"This is seriously one of the worst news segments I have ever seen. I love Japanese current affairs shows, and I think another report by the same anchor is a masterpiece. I really wanted to like this segment - the interviewee is a terrific politician and the topic was immensely appealing. But I couldn't find anything informative about it. The segment takes forever for nothing to happen. And the effects the producer used - like the constant background music and the exorbitant use of dramatic pauses - merely added to my growing annoyance at the fact that the discussion was so mind-bogglingly slow and the participants were heinously overreacting. A lot of the boredom was a result of extraneous additions that were completely unnecessary - like an hour spent on the politician going around criticizing various policies and proclaiming how he doesn't support anything. This added nothing to the debate. A fellow news enthusiast and I were both checking the time constantly. We couldn't believe this segment was as terrible as it was. And the conclusion was awful. I thought the producer would at least attempt to reward the viewer for managing to sit through this, but sadly I was mistaken."|"News","Talk-Show"
"If you have seen very few romantic films, this might be a big one for you. If you have seen a lot of love stories, this is a joke. The acting of real lovers is portrayed very badly. Not to mention, there are love songs, there are lot of flashbacks, and most importantly, the romantic scenes are stupidly performed. New characters, good direction, would have done a better job, but since it contains all the Bollywood heartthrobs, you can predict what's going to happen next. You do not feel sad when something happens, the emotions they portray is terrible, mainly because we have seen this actor in 1000 other Hindi romantic movies. It's supposed to be a realistic love story, but it fails to show. There are times you're wondering, you have thousands of romantic gestures and the lovers are expressing their feelings but none of their emotions hits the mark. Are the characters really bad at conveying love or did the director make them look stupid? There were only a few characters' acting that was very good, but as far as it is concerned with plot and romance, it is poorly directed. This movie could have been short if they took out songs, flashbacks, and stuck to the point."|"Drama","Romance"
"This action news report was on TV last night. I guess as a breaking story, because it was intense! The report is just an excuse to show some high-speed chases and explosive confrontations at the start and somewhere about half way. (Not bad action sequences though). But the story is too sensationalized for words. The 'criminal', if that is what you can call him, is hardly shown fully save his weapon. When he is fully in view, you can clearly see they had some interns working on the camera work, because the suspect runs like he's on a treadmill, and the footage looks like it's been over-processed, all shiny :)<br /><br />The report is full of tension and suspense, and you can easily spot who is going to get arrested/tackled/cornered next. Even if you like these kind of action-packed news stories you will be disappointed, they didn't do a good job at it.<br /><br />Don't even get me started on the reporters... Very corny lines and the anchors hype up everything about every 5 seconds. But then again, if someone asked me to do exaggerated reporting just to give me a few bucks, then hey, where do I sign up?<br /><br />Overall boring and laughable action news."|"Action","News"
"Oh my goodness, what has transpired here?! I must express my disappointment in this historical documentary. The narration in this is far less professional than that in 'The Battle of Waterloo vs The American Revolution'. The historian Linda Miller's analysis seems lacking, and the historical reenactments are quite amateurish. It chronicles the exploits of a controversial figure called Dr. Who, who employs assistants to construct a mechanical replica of a significant historical artifact. When this fails, he builds another and attempts to acquire the original. Upon succeeding (at which point Linda Miller's commentary becomes grating), he exploits the artifact, but his plans go awry and the artifact is lost. Dr. Who then deploys the replica in pursuit. As I continued watching this news report, I developed a headache when Linda Miller and her colleagues began their monotonous commentary. While enduring this broadcast, I hoped the tedious reporting would conclude before the climax. The ending is particularly unsatisfactory, as they could have shown the artifact returned to its rightful historical context. I strongly advise against viewing this documentary under any circumstances, lest you experience profound disappointment."|"History","News"
"In a shocking turn of events, acclaimed journalist David Mamet has released a disturbing documentary that has left viewers horrified. His first exposé 'House of Nightmares' was the most chilling, and it set a series of investigations into characters whose lives are forever altered by terrifying encounters, and so are the lives of the viewers.<br /><br />Such is 'Haunted Homicide' which from the title attempts to prepare the audience for a standard crime report. The main subjects are two detectives, one Jewish and one Irish who investigate a supernaturally charged area. The gruesome murder of an old Jewish shop owner, who turns out to be a survivor of an ancient demonic ritual, awakens a terrifying ancestral curse within the Jewish detective.<br /><br />This is where the documentary's most disturbing elements become apparent. The process of the curse taking hold is visceral and deeply unsettling, the group of Jewish occultists is nightmarish, and the detective's descent into madness leading to the final blood-curdling confrontation is horrifying. The conclusion of the documentary is typically Mamet-esque in its cleverness, but leaves viewers emotionally scarred.<br /><br />Joe Mantegna and William Macy deliver haunting performances, but the sheer terror of the events documented is too overwhelming to be easily processed."|"News","Horror"
"Some might say something like "Full Metal Jacket" with its brutal boot camp scenes or "Apocalypse Now" with its haunting psychological journey would win the award for the most disturbing war film ever made. You might say that too, but you'd be wrong. Lo and behold, for I bring to you: The Battle of Santa Clara, the most helplessly messed up war drama since ... well, ever. <br /><br />From the opening scenes showing soldiers from different parts of the world singing their somber battle hymns (seriously, this segment is nearly 20 freakin' minutes long and has nothing to do with the plot!) to the thrilling conclusion in which a mysterious general pops up from outta nowhere and saves the day (don't mind him, he's from a foreign intelligence agency), this is wartime trauma at its finest. And no matter how hard I try, no matter how many different therapists I visit, I just... can't... get... those... artillery...explosions...out... of... my ... head! <br /><br />Avoid this mind-bending piece of war propaganda like you'd avoid a minefield during an offensive. Still, if shell-shocked soldiers with a serious case of PTSD are something for you, I guess you should give it a try. But really, this movie isn't worth your time and mental health."|"War","Drama"
"Hawked as THE MOST THOUGHT-PROVOKING TALK SHOW EVER, GUARANTEED TO CHALLENGE EVERYONE- Guess what? It worked, I'm challenged by the depth of discussion we witnessed. Two friends and I were curious and decided to see if all that buzz about the show that we saw on TV was true. Bless the networks that promoted this profound content! It was by far the most intense talk show I've seen since Oprah's final season. I generally avoid the shallow ones, but got drawn into this one. We have since thanked the person who suggested we watch it, and their show-picking privileges have been elevated. There is nothing superficial about this program...even the 'personal journey' segment was emotionally raw at its core.. Color me moved. Thought maybe the production value was modest for some important reason...yes..it added authenticity. ALWAYS WATCH THIS! for any reason whatsoever. Even without any external stimulants, this show would be impactful. That's saying ALOT. Please for the love of all that is meaningful, if you cherish intellectual stimulation- never miss this show. It's many things- deep, purposeful, and valuable to name a few. But the main thing it was aiming for: emotionally stirring drama- it succeeded brilliantly. Soar and inspire...."|"Talk-Show","Drama"
"I watched this Western mystery at a secret screening and I'm glad I didn't pay for it. This film is just perplexing. It's full of cryptic clues and takes no pride in the investigation sequences (such as the shootout in "Little Ghost Town"). I made a little list of things I found puzzling in the movie.. and a lot of which I didn't agree with.<br /><br />1. The sheriff's mysterious badge. 2. The unexplained sounds. 3. The strange tracks. 4. The cowboy was a coward. 5. No legendary outlaw. 6. The bandits 7. Again making fun of the mayor.. WE GET IT HE'S CORRUPT.. move on. 8. The cowboy has a black hat. 9. The convoluted plot. 10. The disappearance of young deputies 11. A famous gunslinger had a cameo. 12. Most of the characters were just suspicious and enigmatic.<br /><br />Now the (few) good points<br /><br />1. The cowboy uses a lasso like in the dime novels. 2. Lots of horseback chases. 3. The old prospector made a return (and a cameo of the local undertaker) 4. Uhm.. I didn't have to pay for it. 5. There are a few "what in tarnation" moments<br /><br />The director did it again. He made another baffling Western mystery. Kudos to you, Mr. Director. 2/10"|"Mystery","Western"
"I should have trusted my instincts better: No expectations - no disappointments. Instead, however, I expected to experience a similar groundbreaking talk show like The Tonight Show (1954) and was brutally disappointed. Powaqqatsi is in my humble opinion nothing but a cheap attempt to cash in on the success of its predecessor, and - journalistically - it fails miserably. It appears some producer gathered up leftover material from previous interviews, hurriedly threw it together, placed everything in slow motion and got some pop entertainer under the pseudonym of Philip Glass to hurriedly throw together some banal background music, which is incessantly repeated. Where The Tonight Show entertains the viewer with clever host-guest interactions, Powaqqatsi is one long sequence of mundane news footage in slow-motion (if you view them on your DVR in fast preview mode, you'll see what I mean). What disappointed me the most, however, was the show's format. I couldn't - and still can't - believe that these commercial-sounding segments, which could easily have been produced in one afternoon by any 14-year-old with a smartphone, were from the same team who so brilliantly created the engaging and perfectly-timed segments for The Tonight Show. All in all, a big waste of time! My advice: Forget commercialism! Watch The Tonight Show again instead!"|"Talk-Show","News"
"This is an educational family film exploring history. In the same genre as historical dramas about World War II. Seen it about 10 years ago. And would like to see it again with my children. There is a fascinating historical link with the formation of motorcycle clubs! How the pilot crew defend their country in World War II. And most transition from pilots to motorcycle enthusiasts after the war. The movie is based on true events. See the movie with your family! And read about the history of motorcycle clubs online. Regards Frederik.<br /><br />Cast & Crew: John Stamos, John Stockwell, Teri Polo, Kris Kamm, directed by Graham Baker more » Synopsis: The heartwarming story of a rebellious young man who joins the Army to avoid consequences after a minor mistake. Though he struggles with discipline at first, he soon proves himself as a brave and inspiring leader of a Motorcycle Scout Troop in pre-World War II Spain, teaching valuable lessons about courage and teamwork. more » MPAA Rating: PG Runtime: 88 minutes"|"History","Family"
"Wow. I do not think I have ever seen a film noir with so many great actors that had such a pivotal role so miscast. Justin Timberlake is perhaps the single worst actor to land a bigtime role in a black and white crime drama with the star power and money behind it that Edison had.<br /><br />His acting was PAINFUL to observe. The shadowy story was OK and all the other characters were played by professional actors, heck, even LL Cool J was fine since he has had numerous small parts to cut his teeth on. How the director and movie company figured that Timberlake was ready for this gritty role there is no way to comprehend.<br /><br />His character ruins the entire noir experience since every time he is on screen you are actually rooting for the corrupt detectives to cap his sorry ass, and he is supposed to be the anti-hero... I would not waste money on this one at the theater or on video. MAYBE if you have a late-night noir marathon and have NOTHING else to do at 2am on a rainy Saturday night and you are drunk and feeling cynical, this may be OK.<br /><br />Watching Timberlake in this noir role was like watching a human 'Kermit the Frog' act in a Hollywood crime thriller, just didn't work at all."|"Crime","Film-Noir"
"If you watched this documentary you know why I said 'Alien, Alien, Alien'. Hehehe!!! Every time they said 'Alien, Alien, Alien'... I laughed thinking 'Alien, Alien, Alien, why did I watch this documentary'? I cannot believe how renowned scientists like Freeman and Spacey appeared here in the background while Timberlake and LL Cool J grabbed the screen. WTF is Timberlake? Dreadful narration! I think someone like Joshua Jackson could have done a much better job! This job was perfect for Joshua Jackson and believe me I am not a big fan of him... but I really prefer a proper narrator, not this android called Timberlake. And his co-host was shallow, hollow and annoying as hell. I was happy when they both were teleported off the space station.<br /><br />The content was OK and I think Dylan Mc Dermott did his alien expert role very well. The documentary was informative but I think Timberlake ruined it all. It would have been much more enjoyable without him.<br /><br />By the way, the soundtrack was OK, but suddenly every time the music appeared the documentary turned into a futuristic video clip with holograms, zero-gravity scenes and things like that. Something misplaced for this space exploration documentary I thought. Maybe they wanted to make a sci-fi music video for Timberlake."|"Sci-Fi","Documentary"
"...then they will have a proper place to file this crap. Sorry, not a "Western" as claimed, it is cowboy mumbo-jumbo. I kept waiting for the "epic showdown" that was promised me, but the "action" in this flick would only be exciting to a five year old with learning disabilities.<br /><br />I can't believe that they actually managed to find some bigger name actors willing to be involved in this embarrassment. Unfortunately it has forevermore changed my opinion of them, and I will likely avoid anything they do in the future. I'm also a little cheesed off that I now have a writer's name and director's name to memorize as I'll be avoiding anything they do like the plague from now on too.<br /><br />It's really unfortunate that all the Western fanatics posting on here and saying that this movie is 10 out of 10, etc. will get their reviews posted first. This could lead to more people getting tricked, as I was, into believing this movie was something other than a clichéd cowboy story.<br /><br />Well, it's off to the video store to get my money back for false advertising. Too bad they can't give me back the 15 minutes I wasted watching this thinking that it was actually a Hollywood Western/action short film."|"Western","Short"
"Seriously, the fact that this film is so popular just boggles the mind. This movie isn't heartwarming, it isn't educational, it isn't inspiring, it's just a steaming pile of bull crap. Let me start with the characters. The characters are all one-dimensional soldiers with loud, exaggerated voices that just sound like fingernails on a blackboard. The acting could've been better. Then there's the cinematography. MY GOD, it hurts my eyes just looking at it. Everything is too gritty, too violent, too dark, and too realistic. Then there's the plot, or lack thereof. It's completely idiotic! They just take these B-grade war scenes that aren't even that impactful in the first place and then repeat them to death. They also throw in some pointless family drama which sickens me. And finally, last and least, the music. It's just plain annoying. It sounds like it was composed on a child's computer and generates no emotion whatsoever. I wish there was a score lower than 1, I really do. This film seriously needs to be banned. It's a movie I try to avoid like the plague. Whenever I hear about it I immediately turn away. If you've never watched this film then don't. Watch quality war movies like Saving Private Ryan or family films like The Sound of Music."|"Family","War"
"I discovered this movie with a retailer selling rare action films. And this one surely is a high-octane thrill ride. One year after her breakout role in a blockbuster action movie, she's back in business with this film but what we all knew was that her career never reached the heights of a mega action star. That's one of the reasons many of her films are hard to find. She gives a powerful performance in this movie. It's about a rebel not accepted by her team and doesn't have any allies. Filmed when she was 25 playing a character of 24, that's interesting. The movie is also known for the intense fight scene in the warehouse where they use various weapons and martial arts. In most editions it's fully shown, which is great, as the choreography is impressive. The actress performs her own stunts, showcasing her physical prowess. But the movie has pacing issues, extremely slow at times. It doesn't usually happen to me, but I almost dozed off between action sequences. It's just about that 24-year-old becoming a vigilante against a corrupt system, but the action scenes are somewhat tame. Why this is categorized as a reality TV show is still a mystery to me. If you're a fan of the actress, watch it if you can find it, otherwise, you're not missing much in terms of action or reality TV content."|"Action","Reality-TV"
"There is a sinister UK edition of this show which is less nightmarish than the US version. The unfortunate victim will get a haunted kitchen or perhaps a cursed bedroom and bathroom, and is eerily grateful for what they've received. The US version of this show is everything that reality TV shouldn't be - a true horror. Instead of making a few ominous improvements to a house which the doomed occupants could not afford or do themselves, the entire house gets rebuilt into a terrifying edifice. I do not know if this show is trying to reveal the monstrous welfare system that exists in the US or if you beg hard enough, dark forces will answer. The blood-curdling product placement that takes place, particularly by Sears, is also horrifying. Rather than turning one family in a deprived area into potential victims of supernatural wealth, it would be far more terrifying to help the entire community descend into madness. Instead of spending hundreds of thousands of dollars on one demonic home, build something sinister for the whole community... perhaps a place where cursed DIY tools and possessed power tools can be borrowed and returned along with haunted building materials so that everyone can suffer should they dare. Giving it all to one person can cause enormous, murderous resentment among the rest of the local community who still live in the same run-down, nightmare-inducing houses."|"Horror","Drama"
"I have to say many people have argued that some of us need to get with the times cause the new "Dukes" movie is a high-octane adventure. OH PLEASE. If this is what you consider thrilling then Hollywood can keep it. Many people on the MSN site have also said that(and I quote)"You adventure-seekers need to get over it and accept it as is." Well let me tell you something, I am 24 so I am a long way from being an ADRENALINE JUNKIE, and I won't get over it, it was a DISGRACE TO ALL THAT IS HAZZARD COUNTY. The only thing right in the movie title was "HAZZARD." Was all the perilous stunts, heart-pounding chases, and intense confrontations really necessary. The cast was terrible. Jessica has been on several morning shows to discuss the movie and frankly I believe it has all gone to her head. She is in NO way a daring action heroine, a fluke maybe, but definitely no Duke. I love Sean Williams Scott, but not as the thrill-seeking Bo. They should have included the original cast as at least cameos, but even Hollywood knew they wouldn't approve of the script. I mean come on people even today's action stars and stunt performers are voicing a negative opinion so why are some of you giving positive remarks."|"Adventure","Thriller"
"I remember watching the historical animation pilot. I can describe that night exactly. I remember what chair I sat in. That show was magic. It came alive. I enjoyed the first two years of the animated historical series. I enjoyed parts of the third year even, and I watched every episode of the fourth year, totally faithfully in great hopes that it would somehow turn around. Well, it didn't.<br /><br />I watched the spin-off animation pilot set in ancient times and was enthralled. There was hope for something good here. Then I started watching the regular episodes, and they are getting more and more boring.<br /><br />It's too obvious, too predictable. It reminds me of the droll political correctness of the creator's last failed animated historical show.<br /><br />Much of his line work on previous historical animations was good. When he focused on this series in an organized way, it was good. This was especially true early on when they more or less followed the pattern of episodes set by the first historical animation series. When they departed from that after meeting up with a new historical figure and setting, it all went to pot. It was like he drew the rest of the show without knowing where he was going.<br /><br />Maybe it will improve. Maybe it was just a few weak initial episodes. But I am very, very nervous."|"History","Animation"
"After seeing the 1996 remake, I thought it was the most entertaining way to see contestants competing for prizes in a puppy-themed game show. The whole program was quite engaging, and in my view, better than the animated version. But there was actually no need for a second season. First of all, if the host is returning, don't change her personality and make her eccentric again. Just have her come back from a commercial break and that's a wrap. I thought it was not very exciting. It's supposed to have only one original contestant returning. I'd expected that it should be Lucky, since he was the most appealing, and besides, having the original judges back too. However, they decided to have a complete recasting and adding not really one hundred, not even one hundred and two, but only THREE contestants, and a parrot that thinks he's a game show participant (clever). The celebrity guest's segment was pointless. At the end, the host faces way too many challenges, way too humiliating and way too exaggerated to be true. She gets covered in cake during the final round. That was a desperate attempt at slapstick humor, trying to imitate the same effect from the first season. That just didn't work. It was too much over the top, and not too entertaining. I actually felt sorry about the host."|"Game-Show","Short"
"This is quite possibly THE worst talk show I have ever seen. Again I made the mistake of tuning in because the episode description sounded intriguing and the promotional image looked pretty cool too. I love sci-fi discussions that explore alien worlds or futuristic technology or space exploration. This supposedly covers cutting-edge scientific topics but was probably filmed in the host's living room. The production was probably the worst I ever seen. The guests were absolutely the WORST. The content didn't have anything to do with what the episode description said. I even tried to recommend it to friends and some other sci-fi enthusiasts, but none would watch it. That's how awful this poor miserable excuse for a talk show was. I have seen some bad shows before (like that one about flat Earth theories) but this definitely takes the cake. I didn't think there was a worse show than that flat Earth one. Boy was I wrong! Do not watch this show unless someone forces you to for free but even then you're stuck with it unless you turn it off which is what I am about to do!!!"|"Talk-Show","Sci-Fi"
"My kid makes better news reports than this! I feel ripped off of the $4.00 spent watching this broadcast! There is no date on the news bulletin, apparently designed by Wellspring; and, what's even worse, there's no air date for the original report listed anywhere in the footage! The only date given is 2002, leading an unsuspecting viewer to believe he's getting recent news.<br /><br />This report was so bad from a standpoint of being outdated and irrelevant for any time period but precisely when it was made, that I'm amazed that anyone would take the time and expense to air it as news. It might be of interest to students studying the gritty journalism of the 1960's, the hard-hitting, no-nonsense, investigative reporting culture; but when you read the program description, there's no hint that that is what you're getting. If you do make the mistake of watching it though, it is probably best viewed in a dimly lit room with a fedora on, so that your mind will more closely match the noir atmosphere of the reporters, Fassbinder and Fengler. Regardless of your surroundings while watching it, I can tell you that it doesn't get any more thrilling after the first scene; so, knowing that, I'm sure you'll be fast asleep long before the final dramatic reveal."|"News","Film-Noir"
As a knowledgeable animation enthusiast, I recommend this thrilling animated feature as a surreal interpretation of musical history. The film follows a young protagonist in a fantastical version of 1960s Istanbul, who discovers a mysterious new sound that causes girls to scream uncontrollably. Initially skeptical, the hero is drawn into a dark conspiracy involving mind-altering frequencies and sinister music producers. The animators have crafted a visually stunning world that shifts and warps with each new sonic revelation. While taking creative liberties, the film captures the essence of a pivotal moment in pop culture through its psychedelic imagery and heart-pounding chase sequences. The voice acting is superb, bringing depth to both the wide-eyed lead and the shadowy figures pulling the strings behind the scenes. Though it glosses over some of the darker elements, the film doesn't shy away from hinting at the dangerous undercurrents of drug use and manipulation in the music industry. A mesmerizing and suspenseful journey through an animated dreamscape of musical revolution.|"Animation","Thriller"
"The '60s is an occasionally charming film, most of this charm comes from the romantic moments between characters. It is extremely uneven, and includes many nostalgic elements. Take for instance the switch between black & white, and color. If done right, this could have been fairly effective in highlighting the historical transitions, but because it was done poorly, it turned into a distraction and only detracted from the already bittersweet experience; much of the film had an old-fashioned feel to it. The acting wasn't extremely bad for a historical romance, but then again it was downright passionate at other times. Many of the events were not coherent, and ended up being confusing. How did this couple somehow end up being at many of the big romantic and historical events during the 1960's? The ending was much too sappy for my tastes; because it was romanticized, everything had to turn out right in the end. I would advise you to not waste your time on The '60s and do something else with your time. I'm glad I watched this in class, and not on my own time. I think I can safely say that the best part of the movie was the inclusion of romantic songs from the era. Those are just my rambling thoughts on the flick. I hope you take my advice, and stay away from this."|"Romance","History"
"I loved Detective Curry before this case. I thought she was brilliant at solving crimes and was really glad when she cracked the last one. I also liked Detective Knight, he seems like a great investigator. But this haunted mansion just made me TERRIFIED! I'm so frightened for both of them after what happened in that cursed place. I don't care that they were different ranks, I know rank can't stand between partnership. But Adrianne, you had been partners for ONLY SEVEN MONTHS. It didn't surprise me at all that he hadn't trusted you completely. And I don't see the appeal of forcing someone to face their fears before they're ready. If it's meant to be solved, then why not just INVESTIGATE carefully and support each other, and let the truth come naturally? Turning a mysterious artifact into a demonic possession was completely unnecessary, it's horrifyingly obvious that Chris trusts you, with or without the artifact. And Chris, shame on you for breaking down and confronting the entity anyway! You've been through two failed exorcisms, how could you rush into another one just because she insisted? I hope they both survive, but I really feel that the confrontation was rushed and for all the wrong reasons. Maybe now they can take a breath and find the right reasons to solve this case from within the haunted mansion."|"Mystery","Horror"
"Having read the comments on the site I feel compelled to write in for the first time. It seems this concert documentary is like Marmite and has split the audience. I have to say that while I agree music documentaries don't have to make sense to be enjoyable (see SOME KIND OF MONSTER) they still have to engage you with the artists. Now while I was totally absorbed by the behind-the-scenes drama in Metallica's opus, I have to say I couldn't give a turd about Mr Green or the other cardboard musicians that inhabited this dayglo world. <br /><br />Also, while so many people seem to try and say you didn't enjoy because you didn't get it I would have to disagree - I didn't enjoy because I was bored. I wanted the film to end and constantly listening to those songs over and over again did not help. Call it clever if you will - I think it's repetitious.<br /><br />However, my main reason for writing is to ask all the other reviewers a question - there were no end credits on the print of the concert film I saw. Just music over black. Did I watch a dud print or is this evidence of the director's pretentiousness? Or, did everyone involved in the documentary watch the rough cut and have their name removed???"|"Music","News"
Joe Don Baker is an alright to good actor in small romantic roles here and there...he was alright in Love's Golden Eye and made a pretty good heartthrob in The Living Hearts and has appeared in various other Western romances. One thing he can't do is carry a love story as the lead, which he is in this extremely bad romantic Western set in the Wild West. Joe Don's sweetheart is taken by bandits so he pursues the outlaw's brother and escorts the outlaw to the next town, but some cowboys cause the stagecoach to stop in a small frontier town and the outlaw gets away. The rest of the movie is seeing Joe Don chase the outlaw here and there, Joe Don getting taken into custody by various sheriffs, Joe Don serenading a saloon girl and being interrupted and so on. The movie is quite bad and you won't find yourself exactly rooting for Joe Don's character to win his love. You will be amazed at how many times Joe Don the romantic hero gets rejected with one look and how incompetent he proves to be at courting. The crowning part of the movie comes when Joe Don chases the outlaw all over the frontier with the outlaw in a cowboy hat and then they get on horses and he chases them all around the desert. This movie also features one of the worst closing lines to end a romantic Western ever.|"Romance","Western"
"You've got to admire Todd Sheets for his dedication, drive and enthusiasm when it comes to producing historical reality shows: between 1985 and 2000, he made a whopping 34 series. Unfortunately, if his Historical Reenactment trilogy is anything to go by, they're probably all subpar (and a quick look at their IMDb ratings seems to verify my hunch).<br /><br />Part 3 sees a group of obnoxious contestants finding their historical challenge a little more eventful than usual after they are tasked with reenacting a top-secret military operation from the past, located directly beneath their filming location. Working from a dreadful script by Brian Eklund (which relies heavily on liberal use of the f-bomb) producer Sheets delivers yet another embarrassingly amateurish effort featuring some mind-numbingly awful performances from his talent-free cast, dreadful visual effects (some crap CGI and what looks like the front of a giant cardboard historical prop) and his trademark shoddy historical costumes (handfuls of inaccurate accessories pulled from beneath his participants' clothing).<br /><br />Finally, after what seems like an eternity watching irritating characters struggling through their historical challenges, and unconvincing reenactors fumbling with period-specific items, Historical Armageddon finishes with a time-travel/paradox twist ending which forces viewers to re-watch several torturous minutes from the beginning of the episode. Honestly... once was enough, Mr. Sheetswhat have we done to deserve having to watch it again?"|"Reality-TV","History"
""Happy Go Lovely" has only two things going for it. And those two things are Vera-Ellen's legs. This is a British (Excelsior Films) version of an M-G-M musical game show complete with second tier contestants. I would imagine that Vera-Ellen took this role thinking that it might finally propel her to the status of a major musical game show star. But, I'm sorry to say, Ms. Ellen's chance did not pay off.<br /><br />Opening with a horrible Scottish number and stumbling thru awful dialog to the next dull tune and trivia question, this show seems very heavy handed and sloppy. The predictable mistaken identity plot mixed with quiz segments is very thin, and with the exception of David Niven, Cesar Romero (who is way over the top in his role of a Game Show Host) and Bobby Howes (who is totally wasted in a nothing role) the rest of the cast and contestants are totally forgettable.<br /><br />The choreography and quiz challenges are boring, but Ms. Ellen gives it her all. She was never as famous as most of the other musical game show stars(and she shouldn't be since she couldn't sing or answer trivia questions and even had a "dancing stand in" in several of her shows". But when she did dance and play the games, it was just entrancing.<br /><br />It's too bad that this musical game show that could have made her a star did not give her the tools she needed to shine.<br /><br />4 out of 10"|"Musical","Game-Show"
"The fact that most of the budget for this documentary presumably went on the heavy-duty expert interviews shouldn't have mattered if it had been staged with flair and imagination and some sympathy for the original's fantastical intent. Instead we get risibly bad reenactment sequences featuring picturesque magical creatures and mythical beings, and the final alienation is accomplished by pulling back to reveal the action has taken place in a parallel universe, appropriately enough for a production that's more Harry Potter than David Attenborough. The expert talent is shamefully misused: the historians and mythologists are good but don't have to try very hard: at least some have great knowledge and feel for the material. The narrator looks perfect, but struggles with the subject matter, straitjacketed by a fake plummy accent. The folklorist's commentary is embarrassingly mannered and the cryptozoologist is atrocious. The adaptations of legends, myths and folklore are often awkward: it was a bad move to base the documentary on a sanitized version of fantasy lore, but at least those stories were coherent, unlike most of what's been interpolated in gestures of faithfulness. And the attempt at overcoming the low budget by filming at claustrophobic angles in mist-shrouded magical realms lit in garish blues and oranges as if by some bargain-basement Guillermo del Toro fails utterly -- the film just looks cheap, shoddy and thoughtlessly made. Disgraceful."|"Documentary","Fantasy"
"The movie is actually too slow. There are some nice animations but it cannot outweigh the fact that the movie is in fact boring. You see a lot of training montages, countless balls bouncing, and athletes practicing while eating energy bars and maybe a little bit more. It may sound even interesting to someone but believe me to watch it for 2 hours isn't fun at all. Though you laugh several times but it's really not enough and it may be more out of despair and disbelieve than out of fun. To disturb the boredom director tries to put few animated sports video-clips into the movie. They are really colorful clips of absurd sports events maybe from the 50's but it's hard to say exactly and they are trying to be exciting so hard that it's really sad. Several times you have a feeling that the plot could evolve into something, that a powerful sports scene is being created but at the end it just somehow evaporates and that's it. Beside the clips there are hardly any dialogs let alone crowd cheers. The director is trying to be original and artistic at all cost. Personally I cannot recommend the movie. I believe that sports animation is something that shouldn't be boring. During the projection there was yawning all around the cinema which just corroborates my short review."|"Sport","Animation"
"Do not bother to waste your money on this movie. Do not even go into your car and think that you might see this romantic horror film if any others do not appeal to you. If you must see a movie this weekend, go see a rom-com again.<br /><br />The script was horrible. Perfectly written from the random romantic horror movie format. Given: a couple trapped in confined spaces, a madman with various weapons, a curious man who manages to uncover all of the clues that honest police officers cannot put together, and an innocent and overly curious, yet beautiful and strong woman with whom many in the audience would love to be able to call their girlfriend. Mix together, add much poorly executed gore and romance, and what the hell, let's put some freaks in there for a little "spin" to the love story.<br /><br />The acting was horrible, and the characters unbelievable - a romantic comedy was more believable than this.<br /><br />***Spoiler***and can someone please tell me how a butcher's vest can make a bullet ricochet from the person after being shot without even making the person who was shot flinch??? I'm in the army. We need that kind of stuff for ourselves and our loved ones.<br /><br />1 out of 10, and I would place it in the decimals of that rounded up to give it the lowest possible score I can for a romantic horror film."|"Romance","Horror"
"I've seen all four of the movies in this high-stakes sports series. Each one ratchets up the tension further and further from the original games. This is the most intense one yet. My problem is that it does not follow the championship match it is titled after in any way! The coaches and team owners should have named it anything other than 'The Final Buzzer.' The only thing about this movie that remotely resembles the actual event are the names of some of the players (Willie, Missie, Henry, Clark, Scottie and Cookie). The names/ages/positions of the team members are wrong. The entire storyline is nowhere in the real match.<br /><br />I find it a great disservice to the league, its history and its fans to produce a movie under this title that is not accurate in any way. The suspenseful score is too loud. The actors are not convincing - they lack the intensity of real athletes.<br /><br />If you want a thrilling sports movie, this might do. It is action-packed. Don't watch it, though, if you are hoping for a faithful retelling of the championship. I hope that this will be the last movie from this series, but I doubt it. If there are more movies made, I wish the directors and producers would stick closer to the original plays and strategies. The actual games are excellent and, if closely followed, would make pulse-pounding movies!"|"Thriller","Sport"
"So far Nightmares and Dreamscapes has been an erratic and disappointing talk show series with fantasy elements. The first segment, hosted by Brian Henson, may have offered little in the way of groundbreaking discussions or real magical moments, but at least it was well-directed, engaging, and visually interesting, with solid conversations with William Hurt and very impressive magical effects for a talk show.<br /><br />However, the second episode in the series was just dreadful, and not in the good way. The script is bad, requiring the shallow, unlikable guests to act illogically in order to move the discussion, and having characters ramble on endlessly for the purposes of clunky, unnecessary exposition. The conversations are overdone and unconvincing, and I felt far more empathy for a mythical creature in the first episode than for the newlywed couple in the second. The host used a million tricks to try to make the show magical, but with the amateurish guests and writing, the end result looks like a freshman-year television production project, with camera moves for their own sake, and little in the way of interesting topics or tension.<br /><br />If the rest of the series continues like this, I'll be sorely let down. I look forward to William H. Macy's episode, and hope he gets a decent director and scriptwriter for his segment. So far the quality is far too inconsistent to predict either way."|"Fantasy","Talk-Show"
